﻿KOMMUNE;KOMMUNENUMMER;Bolig-Norgespris;Bolig-alle;Bolig-andel;Fritid-Norgespris;Fritid-alle;Fritid-andel;incr_oct;incr_nov;incr_dec;incr_Q4;incr_jan;incr_feb;incr_mar;incr_Q1; okt_2025 ; nov_2025 ; des_2025 ; q4_2025 ;jan_2026;feb_2026;mar_2026; q1_2026 ;okt_2024;nov_2024;des_2024; q4_2024 ;jan_2025;feb_2025;mar_2025; q1_2025;Fylke;Region;incr_jan;;MUNICIPALITY_NUMBER;NAME;okt_2024;nov_2024;des_2024;jan_2024;feb_2024;mar_2024;apr_1_5_2024;sum_2024;okt_2025;nov_2025;des_2025;jan_2025;feb_2025;mar_2025;apr_1_5_2025;sum_2025;okt_2026;nov_2026;des_2026;jan_2026;feb_2026;mar_2026;apr_1_5_2026;sum_2026;sesong_2024_2025;sesong_2025_2026;sum_alle_valgte_perioder;;;;;;;
Nord-Aurdal;3451;1831;3138;0,58;2898;3704;78 %;3 %;5 %;1 %;3 %;24 %;23 %;13 %;21 %; 5 909 061 ; 7 752 644 ; 9 564 376 ; 23 226 081 ; 12 328 280 ; 11 224 615 ; 7 991 842 ; 31 544 737 ; 5 736 521 ; 7 407 354 ; 9 440 459 ; 22 584 335 ; 9 981 389 ; 9 106 257 ; 7 057 220 ; 26 144 866 ;Innlandet;NO1;0,121;0;3451;Nord-Aurdal;5736521,413;7407354,303;9440459,431;10860376,88;9480785,686;8434098,764;1134962,98;52494559,45;5909061,04;7752644,047;9564375,86;9981389,009;9106257,071;7057220,049;864195,712;50235142,79;;;;12328280,28;11224615,07;7991842,094;1267985,66;32812723,1;49593396,99;56038804,05;135542425,3;;;;;;;
Vestre Slidre;3452;519;942;0,55;2026;2536;80 %;3 %;4 %;1 %;2 %;27 %;23 %;16 %;23 %; 2 755 058 ; 3 619 462 ; 4 579 559 ; 10 954 080 ; 5 872 200 ; 5 419 523 ; 3 818 850 ; 15 110 572 ; 2 685 534 ; 3 474 896 ; 4 529 917 ; 10 690 347 ; 4 641 273 ; 4 399 602 ; 3 285 441 ; 12 326 315 ;Innlandet;NO1;0,133;0;3452;Vestre Slidre;2685534,286;3474896,088;4529916,524;4984090,433;4563482,899;4114934,971;498539,605;24851394,81;2755058,015;3619462,268;4579559,443;4641273,103;4399601,814;3285440,544;386509,986;23666905,17;;;;5872199,776;5419522,99;3818849,655;698859,823;15809432,24;23403172,35;26763511,97;64327732,22;;;;;;;
Øystre Slidre;3453;841;1435;0,59;2883;3705;78 %;2 %;5 %;1 %;3 %;30 %;26 %;14 %;24 %; 4 394 715 ; 5 921 609 ; 7 533 648 ; 17 849 971 ; 9 478 047 ; 8 701 479 ; 6 192 726 ; 24 372 252 ; 4 307 595 ; 5 619 356 ; 7 439 151 ; 17 366 102 ; 7 305 989 ; 6 928 893 ; 5 418 900 ; 19 653 782 ;Innlandet;NO1;0,159;0;3453;Øystre Slidre;4307595,145;5619355,551;7439150,985;7969704,441;7297317,997;6699598,07;835355,341;40168077,53;4394714,828;5921608,606;7533647,977;7305989,365;6928893,363;5418899,542;660995,315;38164749;;;;9478046,952;8701479,206;6192725,507;1147070,756;25519322,42;37680879,27;43369293,83;103852148,9;;;;;;;
Vang;3454;423;652;0,65;1368;1724;79 %;2 %;4 %;0 %;2 %;32 %;26 %;14 %;25 %; 2 081 031 ; 2 691 392 ; 3 328 968 ; 8 101 391 ; 4 431 508 ; 4 030 826 ; 2 865 748 ; 11 328 082 ; 2 034 193 ; 2 585 479 ; 3 316 578 ; 7 936 249 ; 3 347 230 ; 3 200 206 ; 2 516 436 ; 9 063 871 ;Innlandet;NO1;0,169;0;3454;Vang;2034193,239;2585478,637;3316577,55;3576915,942;3237381,615;3052105,793;384236,958;18186889,73;2081030,859;2691391,758;3328968,262;3347229,815;3200205,609;2516435,548;310807,512;17476069,36;;;;4431507,893;4030825,93;2865748,46;538778,837;11866861,12;17310927,91;19968252;47529820,22;;;;;;;
Horten;3901;8876;13274;0,67;239;376;64 %;4 %;1 %;0 %;1 %;18 %;22 %;10 %;17 %; 15 661 499 ; 19 798 949 ; 22 644 873 ; 58 105 322 ; 30 132 567 ; 27 539 221 ; 22 029 669 ; 79 701 456 ; 15 021 843 ; 19 596 596 ; 22 711 056 ; 57 329 495 ; 25 619 596 ; 22 646 435 ; 20 025 228 ; 68 291 260 ;Vestfold;NO2;0,128;0;3901;Horten;15021843,01;19596595,57;22711056,22;29231925,19;23659242,58;21510059,25;3466178,525;135196900,3;15661499,34;19798949,37;22644872,82;25619596,42;22646435,38;20025228,3;2696745,654;129093327,3;;;;30132566,78;27539220,68;22029668,55;2459807,784;82161263,79;128317500,5;140266585,3;346451491,4;;;;;;;
Holmestrand;3903;8219;12478;0,66;876;1313;67 %;5 %;2 %;1 %;2 %;18 %;20 %;8 %;16 %; 16 284 396 ; 20 419 004 ; 23 307 845 ; 60 011 245 ; 30 687 863 ; 27 640 308 ; 21 788 294 ; 80 116 465 ; 15 459 403 ; 19 999 197 ; 23 173 207 ; 58 631 806 ; 26 074 378 ; 23 025 593 ; 20 161 527 ; 69 261 497 ;Vestfold;NO2;0,135;0;3903;Holmestrand;15459402,66;19999196,87;23173206,57;29375334,3;23458843,16;21258219,6;3388676,26;136112879,4;16284395,76;20419004,19;23307844,75;26074377,81;23025592,64;20161526,66;2682324,53;131955066,3;;;;30687863,12;27640307,77;21788293,77;2451108,275;82567572,94;130575627,7;142578817,6;350635518,7;;;;;;;
Tønsberg;3905;19042;28245;0,67;227;368;62 %;6 %;1 %;1 %;2 %;17 %;22 %;8 %;16 %; 31 029 147 ; 38 990 999 ; 44 555 761 ; 114 575 907 ; 58 784 551 ; 53 743 017 ; 42 133 856 ; 154 661 424 ; 29 316 030 ; 38 455 520 ; 44 191 265 ; 111 962 815 ; 50 164 632 ; 44 010 564 ; 38 921 863 ; 133 097 060 ;Vestfold;NO2;0,119;0;3905;Tønsberg;29316029,64;38455520,24;44191265,32;57544179,57;45297537,12;41113018,73;6619058,308;262536608,9;31029147,12;38990999,03;44555760,73;50164632,1;44010564,47;38921863;5186374,412;252859340,9;;;;58784550,92;53743017,17;42133856,26;4661668,048;159323092,4;250246249,2;273898999,3;674719042,2;;;;;;;
Sandefjord;3907;20832;30133;0,69;1672;2432;69 %;5 %;3 %;1 %;3 %;19 %;23 %;7 %;17 %; 37 302 659 ; 47 554 214 ; 54 230 380 ; 139 087 253 ; 72 374 242 ; 65 520 528 ; 51 272 878 ; 189 167 648 ; 35 409 825 ; 46 388 267 ; 53 863 607 ; 135 661 699 ; 60 785 053 ; 53 388 973 ; 47 729 531 ; 161 903 556 ;Vestfold;NO2;0,141;0;3907;Sandefjord;35409825,35;46388266,7;53863607,44;69808291,38;55422239,56;50547695,96;8088228,805;319528155,2;37302659,07;47554213,63;54230380,25;60785052,67;53388973,21;47729530,58;6155908,299;307146717,7;;;;72374242,13;65520527,99;51272877,83;5837454,045;195005102;303721164,3;334092354,9;821679974,9;;;;;;;
Larvik;3909;15673;23113;0,68;3227;4733;68 %;5 %;3 %;0 %;2 %;21 %;25 %;7 %;18 %; 28 253 802 ; 36 167 459 ; 41 437 948 ; 105 859 208 ; 56 528 923 ; 51 282 009 ; 39 835 142 ; 147 646 075 ; 26 965 229 ; 35 141 273 ; 41 328 638 ; 103 435 140 ; 46 731 538 ; 40 991 813 ; 37 056 032 ; 124 779 384 ;Vestfold;NO2;0,154;0;3909;Larvik;26965229,13;35141273,16;41328637,61;54397310,35;42888573,19;39383769,7;6232773,106;246337566,2;28253801,81;36167458,89;41437947,78;46731538,22;40991813,26;37056032,38;4769015,125;235407607,5;;;;56528923,28;51282009,14;39835142,26;4737624,172;152383698,8;232983538,9;258242907,3;634128872,5;;;;;;;
Færder;3911;9288;12766;0,73;2131;3304;64 %;6 %;3 %;1 %;3 %;21 %;25 %;9 %;19 %; 18 282 891 ; 23 394 831 ; 26 989 788 ; 68 667 510 ; 36 482 984 ; 33 371 170 ; 25 812 538 ; 95 666 692 ; 17 260 493 ; 22 816 950 ; 26 678 776 ; 66 756 219 ; 30 257 012 ; 26 747 873 ; 23 680 089 ; 80 684 974 ;Vestfold;NO2;0,143;0;3911;Færder;17260493,35;22816949,65;26678776,41;35226750,88;27818763,51;25343200,24;4047282,687;159192216,7;18282891,08;23394830,68;26989787,87;30257011,76;26747872,92;23680089,22;3143436,538;152495920,1;;;;36482984,26;33371170,03;25812538;3026157,341;98692849,63;150584629,8;167360359,3;410380986,4;;;;;;;
Porsgrunn;4001;12831;18268;0,7;853;1238;69 %;5 %;2 %;-1 %;2 %;15 %;21 %;7 %;15 %; 21 280 442 ; 27 648 144 ; 31 520 983 ; 80 449 569 ; 41 368 380 ; 37 416 011 ; 29 119 180 ; 107 903 571 ; 20 344 999 ; 27 005 531 ; 31 815 848 ; 79 166 378 ; 35 946 821 ; 30 831 102 ; 27 193 444 ; 93 971 367 ;Telemark;NO2;0,114;0;4001;Porsgrunn;20344999,34;27005530,89;31815847,65;40870247,04;31671924,66;28285457,67;4482567,077;184476574,3;21280442,34;27648144,42;31520982,64;35946820,77;30831102,17;27193444,11;3498989,744;177919926,2;;;;41368380,4;37416011,17;29119179,87;3274903,956;111178475,4;176636734,7;191628044,8;473574975,9;;;;;;;
Skien;4003;18405;27493;0,67;293;541;54 %;3 %;0 %;-1 %;0 %;12 %;19 %;6 %;13 %; 31 332 975 ; 40 380 871 ; 46 403 952 ; 118 117 797 ; 59 656 877 ; 53 915 330 ; 42 184 664 ; 155 756 871 ; 30 348 959 ; 40 219 295 ; 47 072 395 ; 117 640 648 ; 53 124 993 ; 45 227 294 ; 39 709 587 ; 138 061 873 ;Telemark;NO2;0,099;0;4003;Skien;30348958,51;40219294,76;47072394,68;60157191,95;46389856,13;40992654,27;6471109,931;271651460,2;31332974,54;40380871,01;46403951,75;53124992,6;45227293,93;39709586,75;5033596,633;261213267,2;;;;59656877,28;53915330,21;42184663,74;4695654,661;160452525,9;260736117,9;278570323,2;693317253,3;;;;;;;
Notodden;4005;4356;6334;0,69;477;623;77 %;6 %;4 %;0 %;3 %;13 %;19 %;8 %;13 %; 8 474 691 ; 11 269 027 ; 12 908 958 ; 32 652 676 ; 16 314 632 ; 14 805 298 ; 11 292 732 ; 42 412 661 ; 8 013 247 ; 10 855 235 ; 12 873 388 ; 31 741 869 ; 14 498 533 ; 12 456 354 ; 10 481 730 ; 37 436 618 ;Telemark;NO2;0,11;0;4005;Notodden;8013246,697;10855234,53;12873388;15887291,01;12404177,22;10967825,88;1689137,963;72690301,3;8474691,232;11269027,12;12908957,78;14498533,23;12456354,36;10481730,09;1278924,139;71368217,96;;;;16314631,59;14805298,03;11292731,79;1297570,383;43710231,79;70457411,05;76362907,93;187768751;;;;;;;
Siljan;4010;828;1108;0,75;109;160;68 %;2 %;2 %;-1 %;1 %;17 %;22 %;6 %;16 %; 1 443 720 ; 1 822 771 ; 2 106 946 ; 5 373 437 ; 2 767 050 ; 2 498 894 ; 1 953 997 ; 7 219 941 ; 1 410 899 ; 1 791 654 ; 2 129 866 ; 5 332 419 ; 2 355 251 ; 2 047 094 ; 1 846 526 ; 6 248 872 ;Telemark;NO2;0,134;0;4010;Siljan;1410898,865;1791654,2;2129865,674;2631628,514;2100206,067;1911936,211;302995,877;12279185,41;1443719,772;1822771,035;2106946,258;2355251,384;2047094,284;1846526,421;234216,015;11856525,17;;;;2767050,351;2498893,537;1953996,739;227639,578;7447580,205;11815506,84;12821017,27;31583290,78;;;;;;;
Bamble;4012;4843;6810;0,71;1706;2331;73 %;4 %;3 %;0 %;2 %;20 %;25 %;8 %;18 %; 8 993 572 ; 11 691 601 ; 13 526 794 ; 34 211 966 ; 18 273 441 ; 16 555 763 ; 12 815 685 ; 47 644 889 ; 8 675 976 ; 11 345 993 ; 13 524 085 ; 33 546 053 ; 15 267 861 ; 13 295 555 ; 11 844 366 ; 40 407 782 ;Telemark;NO2;0,144;0;4012;Bamble;8675975,596;11345992,83;13524084,95;17672751,13;13833433,76;12567490,2;1973359,681;79593088,15;8993571,635;11691600,81;13526793,7;15267861,19;13295555,27;11844365,58;1554932,222;76174680,41;;;;18273441,29;16555762,96;12815684,93;1530188,095;49175077,27;75508767,64;83387043,42;204942845,8;;;;;;;
Kragerø;4014;3811;5488;0,69;2421;3559;68 %;3 %;3 %;0 %;2 %;22 %;26 %;8 %;19 %; 6 958 618 ; 9 041 552 ; 10 498 906 ; 26 499 075 ; 14 612 803 ; 13 214 321 ; 9 983 852 ; 37 810 976 ; 6 746 603 ; 8 760 807 ; 10 512 071 ; 26 019 481 ; 11 990 343 ; 10 497 265 ; 9 248 507 ; 31 736 114 ;Telemark;NO2;0,153;0;4014;Kragerø;6746603,094;8760806,672;10512070,82;14192518,84;10878677,31;10027097,7;1544841,615;62662616,05;6958618,122;9041551,549;10498905,56;11990342,65;10497264,6;9248506,582;1194163,955;59429353,02;;;;14612802,67;13214320,88;9983852,237;1313196,366;39124172,16;58949758,37;65623247,39;161216141,2;;;;;;;
Drangedal;4016;1349;2033;0,66;1170;1438;81 %;5 %;5 %;1 %;3 %;18 %;19 %;7 %;15 %; 2 975 455 ; 3 925 283 ; 4 690 745 ; 11 591 483 ; 6 129 721 ; 5 526 769 ; 4 106 703 ; 15 763 194 ; 2 822 281 ; 3 738 826 ; 4 654 772 ; 11 215 879 ; 5 189 736 ; 4 638 321 ; 3 832 897 ; 13 660 954 ;Telemark;NO2;0,115;0;4016;Drangedal;2822280,59;3738826,225;4654771,71;5928091,07;4581820,561;4173355,094;585082,432;26484227,68;2975454,725;3925283,274;4690745,081;5189735,844;4638321,119;3832896,971;464198,954;25716635,97;;;;6129721,055;5526769,431;4106703,355;562548,456;16325742,3;25341031,41;27917225,38;68526605,95;;;;;;;
Nome;4018;2432;3413;0,71;139;215;65 %;3 %;3 %;-1 %;2 %;12 %;17 %;6 %;12 %; 4 026 519 ; 5 307 309 ; 6 201 217 ; 15 535 046 ; 7 843 567 ; 7 075 617 ; 5 472 111 ; 20 391 295 ; 3 902 981 ; 5 156 657 ; 6 242 958 ; 15 302 596 ; 6 994 165 ; 6 039 752 ; 5 168 002 ; 18 201 919 ;Telemark;NO2;0,096;0;4018;Nome;3902981,152;5156656,867;6242957,85;7713582,052;6028385,898;5415114,782;833752,519;35293431,12;4026519,015;5307309,428;6201217,179;6994165,201;6039751,5;5168002,171;641718,406;34378682,9;;;;7843566,56;7075616,579;5472111,442;638084,595;21029379,18;34146233,15;36564424,8;90701493,2;;;;;;;
Midt-Telemark;4020;3826;5376;0,71;809;1026;79 %;2 %;1 %;-1 %;0 %;13 %;19 %;8 %;13 %; 6 629 790 ; 8 688 154 ; 10 055 302 ; 25 373 246 ; 12 849 477 ; 11 600 663 ; 8 891 686 ; 33 341 826 ; 6 522 875 ; 8 630 303 ; 10 125 738 ; 25 278 916 ; 11 374 388 ; 9 755 526 ; 8 261 934 ; 29 391 848 ;Telemark;NO2;0,089;0;4020;Midt-Telemark;6522875,387;8630303,191;10125737,69;12443465,89;9805247,2;8724792,452;1320341,602;57572763,41;6629789,702;8688154,302;10055302,1;11374387,65;9755526,098;8261934,132;1002341,126;55767435,12;;;;12849477,16;11600662,97;8891686,082;1077589,096;34419415,3;55673105,27;59792661,41;147759613,8;;;;;;;
Seljord;4022;901;1478;0,61;506;695;73 %;1 %;4 %;-1 %;1 %;19 %;22 %;10 %;17 %; 2 115 070 ; 2 826 792 ; 3 291 081 ; 8 232 943 ; 4 281 840 ; 3 926 263 ; 2 968 440 ; 11 176 544 ; 2 086 017 ; 2 714 791 ; 3 313 877 ; 8 114 685 ; 3 610 842 ; 3 220 667 ; 2 691 049 ; 9 522 557 ;Telemark;NO2;0,104;0;4022;Seljord;2086017,487;2714790,962;3313876,791;3832898,239;3251906,078;2962826,042;428588,132;18590903,73;2115070,008;2826792,311;3291080,881;3610841,51;3220666,655;2691049,026;331583,713;18087084,1;;;;4281839,653;3926263,467;2968440,422;386956,326;11563499,87;17968826,14;19796443,07;48241487,7;;;;;;;
Hjartdal;4024;459;789;0,58;1462;1791;82 %;0 %;3 %;-2 %;0 %;23 %;25 %;12 %;20 %; 1 724 257 ; 2 339 859 ; 2 797 959 ; 6 862 075 ; 3 778 318 ; 3 454 073 ; 2 493 495 ; 9 725 886 ; 1 725 368 ; 2 270 096 ; 2 854 115 ; 6 849 580 ; 3 081 555 ; 2 774 104 ; 2 226 198 ; 8 081 857 ;Telemark;NO2;0,129;0;4024;Hjartdal;1725368,29;2270096,228;2854115,031;3362411,912;2890863,48;2673950,476;347745,23;16124550,65;1724256,628;2339859,4;2797959,374;3081555,116;2774104,476;2226197,631;260697,552;15204630,18;;;;3778317,609;3454072,986;2493495,097;414429,562;10140315,25;15192134,32;17002390,66;41469496,08;;;;;;;
Tinn;4026;2366;3657;0,65;2577;3336;77 %;-1 %;2 %;-3 %;-1 %;19 %;19 %;8 %;16 %; 6 264 041 ; 8 270 626 ; 9 893 815 ; 24 428 482 ; 12 913 782 ; 11 992 842 ; 8 999 086 ; 33 905 710 ; 6 339 107 ; 8 122 703 ; 10 200 614 ; 24 662 424 ; 10 822 637 ; 10 037 639 ; 8 328 886 ; 29 189 161 ;Telemark;NO2;0,098;0;4026;Tinn;6339106,576;8122702,963;10200614,1;11769977,17;10549865,91;9596521,251;1280651,961;57859439,93;6264040,715;8270625,531;9893815,366;10822636,51;10037638,97;8328885,903;951869,519;54569512,52;;;;12913782,21;11992841,58;8999086,078;1326867,096;35232576,96;54803454,55;59661058,57;147661529,4;;;;;;;
Kviteseid;4028;862;1381;0,62;870;1197;73 %;4 %;4 %;-2 %;2 %;18 %;19 %;9 %;16 %; 2 269 648 ; 3 015 384 ; 3 631 198 ; 8 916 230 ; 4 799 774 ; 4 478 386 ; 3 239 072 ; 12 517 232 ; 2 191 599 ; 2 898 894 ; 3 686 622 ; 8 777 114 ; 4 082 857 ; 3 759 273 ; 2 963 649 ; 10 805 779 ;Telemark;NO2;0,104;0;4028;Kviteseid;2191598,743;2898893,781;3686621,658;4498673,915;3660260,683;3293978,24;436191,418;20666218,44;2269647,57;3015384,423;3631197,905;4082857,499;3759272,56;2963648,994;349882,406;20071891,36;;;;4799774,344;4478385,712;3239071,811;469866,315;12987098,18;19932775,64;21903328,08;53725207,98;;;;;;;
Nissedal;4030;493;763;0,65;1906;2247;85 %;5 %;3 %;0 %;2 %;26 %;28 %;12 %;23 %; 1 829 440 ; 2 365 569 ; 2 909 796 ; 7 104 805 ; 4 047 556 ; 3 753 835 ; 2 599 899 ; 10 401 290 ; 1 745 515 ; 2 304 417 ; 2 914 011 ; 6 963 943 ; 3 215 894 ; 2 926 663 ; 2 318 376 ; 8 460 933 ;Telemark;NO2;0,134;0;4030;Nissedal;1745514,747;2304417,405;2914010,864;3576633,481;3029315,618;2831727,019;345080,916;16746700,05;1829440,249;2365568,965;2909795,78;3215894,364;2926662,843;2318375,579;270350,919;15836088,7;;;;4047555,846;3753834,978;2599899,226;460010,006;10861300,06;15695226,72;17966105,05;43444088,81;;;;;;;
Fyresdal;4032;406;638;0,64;531;686;77 %;5 %;5 %;1 %;3 %;22 %;21 %;10 %;18 %; 940 964 ; 1 241 447 ; 1 455 272 ; 3 637 684 ; 1 951 401 ; 1 772 083 ; 1 336 611 ; 5 060 095 ; 899 947 ; 1 184 903 ; 1 436 344 ; 3 521 194 ; 1 601 027 ; 1 469 589 ; 1 215 096 ; 4 285 712 ;Telemark;NO2;0,102;0;4032;Fyresdal;899946,705;1184903,462;1436343,928;1783491,874;1462513,806;1363796,954;188697,344;8319694,073;940964,329;1241447,311;1455271,934;1601027,498;1469589,101;1215095,532;149979,33;8073375,035;;;;1951401,352;1772083;1336610,727;193584,649;5253679,728;7956885,556;8891363,302;21646748,84;;;;;;;
Tokke;4034;664;1149;0,58;458;749;61 %;2 %;4 %;1 %;2 %;18 %;18 %;9 %;15 %; 1 910 594 ; 2 543 238 ; 3 065 729 ; 7 519 561 ; 3 897 822 ; 3 520 502 ; 2 707 093 ; 10 125 416 ; 1 874 296 ; 2 454 097 ; 3 026 954 ; 7 355 348 ; 3 307 412 ; 2 989 133 ; 2 474 552 ; 8 771 097 ;Telemark;NO2;0,087;0;4034;Tokke;1874296,246;2454097,401;3026954,154;3614343,699;3021352,608;2784346,759;392956,59;17168347,46;1910594,024;2543238,321;3065729,042;3307411,888;2989132,598;2474552,291;302278,122;16592936,29;;;;3897821,691;3520501,71;2707092,541;364640,651;10490056,59;16428722,7;18009617,98;44251340,34;;;;;;;
Vinje;4036;1250;1883;0,66;4856;5659;86 %;2 %;4 %;1 %;2 %;30 %;24 %;13 %;23 %; 6 183 909 ; 8 036 957 ; 10 149 176 ; 24 370 043 ; 13 895 135 ; 12 690 338 ; 9 011 274 ; 35 596 747 ; 6 088 467 ; 7 695 715 ; 10 030 286 ; 23 814 469 ; 10 700 901 ; 10 255 667 ; 7 950 953 ; 28 907 521 ;Telemark;NO2;0,17;0;4036;Vinje;6088467,045;7695715,494;10030286,24;11786190,43;10426734,62;9876254,582;1174773,413;57078421,82;6183909,319;8036957,08;10149176,3;10700901,26;10255666,96;7950953,004;956687,38;54234251,3;;;;13895135,36;12690337,79;9011274,005;1695471,959;37292219,11;53678677,38;61662261,81;148604892,2;;;;;;;
Risør;4201;2780;4032;0,69;1321;1871;71 %;2 %;4 %;2 %;3 %;24 %;25 %;9 %;20 %; 4 364 951 ; 5 733 507 ; 6 685 476 ; 16 783 934 ; 9 264 811 ; 8 369 635 ; 6 398 157 ; 24 032 603 ; 4 266 479 ; 5 508 375 ; 6 558 217 ; 16 333 071 ; 7 455 197 ; 6 677 874 ; 5 862 907 ; 19 995 978 ;Agder;NO2;0,176;0;4201;Risør;4266479,021;5508375,143;6558216,508;8949950,478;6877820,568;6406820,803;968892,375;39536554,9;4364950,761;5733507,348;6685475,959;7455197,022;6677873,919;5862907,351;749736,475;37529648,84;;;;9264811,397;8369635,254;6398156,7;839963,347;24872566,7;37078785,44;41656500,77;101938770,4;;;;;;;
Grimstad;4202;8284;11594;0,71;864;1227;70 %;4 %;4 %;4 %;4 %;25 %;27 %;11 %;21 %; 13 436 660 ; 17 080 891 ; 19 402 112 ; 49 919 663 ; 26 391 840 ; 23 793 307 ; 19 085 937 ; 69 271 084 ; 12 882 965 ; 16 404 663 ; 18 718 725 ; 48 006 353 ; 21 191 908 ; 18 800 035 ; 17 228 189 ; 57 220 132 ;Agder;NO2;0,174;0;4202;Grimstad;12882964,66;16404662,99;18718725,2;23941627,12;19400811,4;18364111,45;2882654,887;112595557,7;13436660,09;17080890,5;19402112,23;21191907,89;18800035,15;17228189,43;2256738,121;109396533,4;;;;26391840,17;23793307,03;19085937,11;2238115,73;71509200,04;107483223,4;121428862,9;293501291,2;;;;;;;
Arendal;4203;16158;23175;0,7;1426;1978;72 %;3 %;3 %;2 %;3 %;22 %;24 %;8 %;19 %; 24 549 531 ; 31 620 162 ; 36 214 805 ; 92 384 498 ; 49 302 441 ; 44 339 236 ; 35 071 843 ; 128 713 520 ; 23 828 988 ; 30 590 662 ; 35 468 867 ; 89 888 518 ; 40 313 598 ; 35 862 176 ; 32 355 622 ; 108 531 396 ;Agder;NO2;0,152;0;4203;Arendal;23828988,49;30590662,3;35468867,02;46631799,79;37236758,7;34887930,68;5422771,393;214067778,4;24549531,44;31620161,88;36214804,76;40313597,89;35862175,93;32355621,97;4155668,636;205071562,5;;;;49302441,13;44339235,7;35071842,81;4126786,339;132840306;202575582,2;225224804;551979646,8;;;;;;;
Kristiansand;4204;38549;55138;0,7;2556;3321;77 %;3 %;5 %;3 %;3 %;22 %;25 %;10 %;20 %; 55 792 718 ; 72 092 171 ; 80 121 290 ; 208 006 178 ; 108 403 209 ; 97 490 720 ; 79 119 406 ; 285 013 334 ; 54 415 333 ; 68 935 289 ; 77 924 931 ; 201 275 553 ; 88 793 546 ; 77 869 796 ; 71 812 501 ; 238 475 844 ;Agder;NO2;0,14;0;4204;Kristiansand;54415332,59;68935288,97;77924931,02;99288628,84;80202430,43;76285298,83;11982097,37;469034008,1;55792717,75;72092170,74;80121289,6;88793546,05;77869796,26;71812501,45;9342280,09;455824301,9;;;;108403208,6;97490720,01;79119405,59;8987604,54;294000938,7;449093676,4;502007116,8;1218859249;;;;;;;
Lindesnes;4205;7978;11453;0,7;2992;3788;79 %;2 %;4 %;2 %;3 %;25 %;27 %;9 %;21 %; 13 481 420 ; 17 313 132 ; 19 541 537 ; 50 336 089 ; 26 954 592 ; 24 271 819 ; 19 241 748 ; 70 468 159 ; 13 239 967 ; 16 676 280 ; 19 111 985 ; 49 028 232 ; 21 528 987 ; 19 062 505 ; 17 586 259 ; 58 177 751 ;Agder;NO2;0,158;0;4205;Lindesnes;13239966,79;16676280,3;19111985,11;24696644,96;19655109,1;19072912,21;2916702,571;115369601;13481419,88;17313131,69;19541537,3;21528987,32;19062505,09;17586258,83;2326729,843;110840569,9;;;;26954592,49;24271819,24;19241747,63;2495186,373;72963345,73;109532713,3;123299434,6;299173516,7;;;;;;;
Farsund;4206;3656;5228;0,7;1104;1450;76 %;2 %;4 %;3 %;3 %;28 %;30 %;11 %;24 %; 5 813 556 ; 7 461 350 ; 8 587 375 ; 21 862 282 ; 11 839 696 ; 10 668 340 ; 8 390 394 ; 30 898 430 ; 5 699 135 ; 7 168 904 ; 8 347 379 ; 21 215 419 ; 9 219 698 ; 8 185 007 ; 7 581 540 ; 24 986 245 ;Agder;NO2;0,189;0;4206;Farsund;5699135,183;7168904,182;8347379,313;10437712,26;8518476,355;8321881,977;1242720,876;49736210,15;5813556,189;7461350,395;8587375,022;9219698,263;8185007,084;7581539,951;991162,321;47839689,23;;;;11839695,64;10668340,36;8390394,078;1127599,732;32026029,81;47192826,3;53888311,41;129601929,2;;;;;;;
Flekkefjord;4207;3486;4892;0,71;972;1234;79 %;4 %;4 %;3 %;4 %;24 %;25 %;11 %;21 %; 5 461 986 ; 7 039 258 ; 7 983 507 ; 20 484 751 ; 10 816 380 ; 9 656 544 ; 7 767 113 ; 28 240 038 ; 5 266 449 ; 6 759 726 ; 7 731 596 ; 19 757 771 ; 8 738 036 ; 7 699 848 ; 6 987 264 ; 23 425 147 ;Agder;NO2;0,162;0;4207;Flekkefjord;5266448,922;6759725,9;7731595,757;9953027,571;7871786,302;7372852,884;1104622,125;46060059,46;5461986,029;7039258,388;7983506,531;8738035,543;7699847,593;6987264,156;934699,441;44844597,68;;;;10816380,05;9656544,012;7767113,443;1025230,275;29265267,78;44117617,31;49750018,72;120169924,9;;;;;;;
Gjerstad;4211;823;1296;0,64;112;155;72 %;4 %;4 %;2 %;3 %;17 %;18 %;7 %;15 %; 1 402 826 ; 1 823 524 ; 2 143 738 ; 5 370 089 ; 2 774 693 ; 2 483 683 ; 1 953 067 ; 7 211 443 ; 1 352 988 ; 1 752 322 ; 2 105 474 ; 5 210 784 ; 2 367 383 ; 2 096 008 ; 1 824 447 ; 6 287 838 ;Agder;NO2;0,121;0;4211;Gjerstad;1352987,592;1752322,415;2105474,149;2720203,145;2051061,057;1864735,405;285280,836;12132064,6;1402826,268;1823523,789;2143738,467;2367383,065;2096007,7;1824447,089;232387,725;11890314,1;;;;2774692,502;2483683,358;1953067,026;234845,428;7446288,314;11731009,74;12816376,84;31468667,02;;;;;;;
