﻿KOMMUNE;KOMMUNENUMMER;Bolig-Norgespris;Bolig-alle;Bolig-andel;Fritid-Norgespris;Fritid-alle;Fritid-andel;incr_oct;incr_nov;incr_dec;incr_Q4;incr_jan;incr_feb;incr_mar;incr_Q1; okt_2025 ; nov_2025 ; des_2025 ; q4_2025 ;jan_2026;feb_2026;mar_2026; q1_2026 ;okt_2024;nov_2024;des_2024; q4_2024 ;jan_2025;feb_2025;mar_2025; q1_2025;Fylke;Region;incr_jan;;MUNICIPALITY_NUMBER;NAME;okt_2024;nov_2024;des_2024;jan_2024;feb_2024;mar_2024;apr_1_5_2024;sum_2024;okt_2025;nov_2025;des_2025;jan_2025;feb_2025;mar_2025;apr_1_5_2025;sum_2025;okt_2026;nov_2026;des_2026;jan_2026;feb_2026;mar_2026;apr_1_5_2026;sum_2026;sesong_2024_2025;sesong_2025_2026;sum_alle_valgte_perioder;;;;;;;
Orkland;5059;195;9120;0,02;157;2841;6 %;-2 %;1 %;1 %;0 %;24 %;26 %;0 %;17 %; 13 094 464 ; 16 776 506 ; 19 568 308 ; 49 439 278 ; 25 519 989 ; 22 319 978 ; 16 806 155 ; 64 646 122 ; 13 415 668 ; 16 661 373 ; 19 358 734 ; 49 435 775 ; 20 655 353 ; 17 708 466 ; 16 728 152 ; 55 091 970 ;Trøndelag;NO3;0,103;0;5059;Orkland;13415668,12;16661373,13;19358734,04;21477583,25;19073141,38;16430486,57;2792277,161;109209263,7;13094464,41;16776506,02;19568308,02;20655352,51;17708465,9;16728151,55;2376258,804;106907507,2;;;;25519988,52;22319978,47;16806154,89;2127025,302;66773147,18;106904004,1;116212425,6;282889918;;;;;;;
Nærøysund;5060;107;5033;0,02;0;918;0 %;-1 %;4 %;-4 %;0 %;18 %;19 %;-3 %;12 %; 6 094 907 ; 7 791 528 ; 8 378 632 ; 22 265 067 ; 10 583 104 ; 9 067 189 ; 7 457 420 ; 27 107 713 ; 6 186 041 ; 7 473 244 ; 8 714 824 ; 22 374 109 ; 8 990 709 ; 7 594 507 ; 7 694 661 ; 24 279 878 ;Trøndelag;NO3;0,153;0;5060;Nærøysund;6186040,803;7473244,117;8714824,267;9410701,892;8304142,033;7416582,736;1288470,081;48794005,93;6094906,934;7791527,575;8378632,449;8990709,447;7594507,485;7694661,023;1159885,532;47704830,45;;;;10583103,72;9067189,359;7457419,741;976443,331;28084156,15;47813872,67;50349223,11;124582992,5;;;;;;;
Rindal;5061;0;857;0;0;487;0 %;-2 %;0 %;0 %;-1 %;21 %;23 %;-3 %;14 %; 1 484 981 ; 1 904 230 ; 2 249 951 ; 5 639 162 ; 2 893 128 ; 2 505 934 ; 1 870 290 ; 7 269 352 ; 1 517 258 ; 1 912 343 ; 2 245 938 ; 5 675 539 ; 2 399 164 ; 2 039 186 ; 1 932 753 ; 6 371 103 ;Trøndelag;NO3;0,09;0;5061;Rindal;1517258,289;1912342,86;2245938,027;2431594,454;2182493,829;1879085,935;309253,039;12477966,43;1484980,907;1904230,198;2249951,325;2399163,746;2039185,845;1932753,291;276171,532;12286436,84;;;;2893128,018;2505933,839;1870289,908;256130,597;7525482,362;12322813,59;13164644,79;32289885,64;;;;;;;
Tromsø;5501;0;39158;0;0;1487;0 %;2 %;9 %;-1 %;3 %;12 %;15 %;-7 %;7 %; 57 107 711 ; 71 535 834 ; 77 006 834 ; 205 650 379 ; 90 678 108 ; 76 541 262 ; 67 622 082 ; 234 841 453 ; 56 010 910 ; 65 663 297 ; 77 987 576 ; 199 661 783 ; 80 764 525 ; 66 360 384 ; 72 393 398 ; 219 518 307 ;Troms;NO4;0,11;0;5501;Tromsø;56010909,95;65663297,18;77987575,78;81809304,48;72567496,11;66879176,57;11879376,43;432797136,5;57107711,15;71535833,89;77006833,82;80764525,25;66360383,72;72393398,04;10777221,77;435945907,6;;;;90678108,47;76541262,43;67622082,18;8059547,222;242901000,3;429957311,7;448551379,2;1111644044;;;;;;;
Harstad;5503;0;12524;0;0;787;0 %;-1 %;11 %;-2 %;2 %;12 %;16 %;-9 %;6 %; 19 454 761 ; 25 408 633 ; 27 024 945 ; 71 888 340 ; 32 116 262 ; 26 866 443 ; 23 166 217 ; 82 148 922 ; 19 677 573 ; 22 887 222 ; 27 607 046 ; 70 171 841 ; 28 717 888 ; 23 095 162 ; 25 322 190 ; 77 135 240 ;Troms;NO4;0,079;0;5503;Harstad;19677573,42;22887221,89;27607045,59;29723317,6;25626454,93;23632284,91;4185902,665;153339801;19454760,81;25408633,4;27024945,31;28717888,2;23095161,56;25322190,12;3748971,643;152772551;;;;32116262,19;26866442,89;23166217,26;2822473,993;84971396,34;151056052,4;156859735,9;391083748,4;;;;;;;
Kvæfjord;5510;0;1370;0;0;267;0 %;-2 %;11 %;-2 %;2 %;11 %;14 %;-10 %;5 %; 2 470 174 ; 3 230 623 ; 3 461 222 ; 9 162 019 ; 4 105 725 ; 3 405 064 ; 2 975 447 ; 10 486 235 ; 2 510 236 ; 2 923 311 ; 3 546 505 ; 8 980 053 ; 3 698 846 ; 2 989 629 ; 3 306 198 ; 9 994 673 ;Troms;NO4;0,079;0;5510;Kvæfjord;2510236,105;2923311,288;3546505,311;3826945,364;3278874,548;3061272,245;541927,564;19689072,43;2470173,73;3230623,399;3461222,362;3698846,379;2989628,842;3306197,682;493094,123;19649786,52;;;;4105724,551;3405064,004;2975446,68;393387,229;10879622,46;19467819,73;20041641,96;50218481,41;;;;;;;
Tjeldsund;5512;0;2334;0;0;879;0 %;-2 %;12 %;-3 %;2 %;12 %;15 %;-10 %;6 %; 4 258 130 ; 5 659 596 ; 6 066 760 ; 15 984 486 ; 7 430 335 ; 6 085 501 ; 5 143 700 ; 18 659 535 ; 4 346 767 ; 5 058 261 ; 6 262 353 ; 15 667 381 ; 6 623 740 ; 5 299 343 ; 5 722 049 ; 17 645 131 ;Troms;NO4;0,081;0;5512;Dielddanuorri;4346767,255;5058261,107;6262352,832;6869959,418;5879663,99;5498329,797;960901,138;34876235,54;4258130,294;5659596,245;6066759,921;6623739,903;5299342,72;5722048,63;866036,89;34495654,6;;;;7430334,574;6085500,897;5143699,677;706356,91;19365892,06;34178549,34;35350378,52;88737782,2;;;;;;;
Ibestad;5514;0;927;0;0;264;0 %;-2 %;9 %;-5 %;0 %;13 %;17 %;-9 %;7 %; 1 423 228 ; 1 867 960 ; 2 028 739 ; 5 319 927 ; 2 461 075 ; 2 063 800 ; 1 766 338 ; 6 291 214 ; 1 446 067 ; 1 720 314 ; 2 144 994 ; 5 311 376 ; 2 182 626 ; 1 758 056 ; 1 947 462 ; 5 888 143 ;Troms;NO4;0,093;0;5514;Ibestad;1446067,401;1720314,289;2144993,872;2273593,249;1969139,31;1889456,946;324292,12;11767857,19;1423227,771;1867959,96;2028739,308;2182626,112;1758055,567;1947461,505;282537,611;11490607,83;;;;2461075,297;2063800,186;1766338,469;249687,693;6540901,645;11482056,36;11860828,68;29799366,67;;;;;;;
Gratangen;5516;0;657;0;0;213;0 %;2 %;13 %;-3 %;4 %;15 %;21 %;-10 %;9 %; 1 085 874 ; 1 433 428 ; 1 523 484 ; 4 042 786 ; 1 898 497 ; 1 592 458 ; 1 301 854 ; 4 792 810 ; 1 065 027 ; 1 265 103 ; 1 573 196 ; 3 903 326 ; 1 654 068 ; 1 316 185 ; 1 439 442 ; 4 409 695 ;Troms;NO4;0,1;0;5516;Gratangen;1065027,058;1265102,79;1573196,048;1719589,383;1484680,59;1411475,669;248222,784;8767294,322;1085874,107;1433427,981;1523483,885;1654068,351;1316184,764;1439441,569;214252,32;8666732,977;;;;1898497,489;1592458,259;1301853,762;180892,251;4973701,761;8527272,9;9016487,734;22407729,06;;;;;;;
Lavangen;5518;0;529;0;0;154;0 %;4 %;16 %;-1 %;6 %;22 %;27 %;-6 %;14 %; 914 866 ; 1 205 495 ; 1 294 758 ; 3 415 119 ; 1 657 246 ; 1 363 641 ; 1 089 419 ; 4 110 305 ; 881 675 ; 1 040 535 ; 1 303 080 ; 3 225 290 ; 1 361 753 ; 1 075 531 ; 1 163 724 ; 3 601 009 ;Troms;NO4;0,165;0;5518;Loabák;881674,992;1040534,613;1303080,163;1425657,123;1226013,216;1144319,996;206710,493;7227990,596;914865,745;1205495,254;1294758,248;1361753,129;1075531,125;1163724,471;172184,525;7188312,497;;;;1657245,545;1363640,62;1089419,294;146270,484;4256575,943;6998483,018;7671695,19;18672879,04;;;;;;;
Bardu;5520;0;1918;0;0;442;0 %;1 %;16 %;1 %;6 %;20 %;30 %;-8 %;14 %; 3 353 928 ; 4 596 163 ; 4 925 928 ; 12 876 019 ; 6 392 814 ; 5 332 270 ; 4 001 563 ; 15 726 648 ; 3 315 114 ; 3 969 893 ; 4 884 261 ; 12 169 268 ; 5 340 128 ; 4 101 865 ; 4 331 349 ; 13 773 341 ;Troms;NO4;0,133;0;5520;Bardu;3315114,239;3969892,751;4884261,064;5555307,958;4683069,999;4237704,92;767921,273;27413272,2;3353927,662;4596163,224;4925927,623;5340127,814;4101865,066;4331348,513;630414,198;27279774,1;;;;6392814,135;5332270,223;4001563,221;487305,561;16213953,14;26573023,65;29089971,65;70906999,44;;;;;;;
Salangen;5522;0;1112;0;0;275;0 %;1 %;14 %;-2 %;4 %;19 %;26 %;-7 %;13 %; 1 880 556 ; 2 546 707 ; 2 731 737 ; 7 159 001 ; 3 506 838 ; 2 897 728 ; 2 292 536 ; 8 697 102 ; 1 870 140 ; 2 235 629 ; 2 782 445 ; 6 888 214 ; 2 942 141 ; 2 303 977 ; 2 467 880 ; 7 713 998 ;Troms;NO4;0,129;0;5522;Salangen;1870140,141;2235629,139;2782444,749;3112872,053;2601778,872;2412033,736;431280,661;15446179,35;1880556,139;2546707,384;2731737,179;2942141,498;2303977,071;2467879,88;364216,2;15237215,35;;;;3506837,906;2897728,423;2292535,975;293344,263;8990446,567;14966428,68;16149447,27;39673841,27;;;;;;;
Målselv;5524;0;3464;0;0;719;0 %;1 %;15 %;0 %;5 %;23 %;32 %;-6 %;16 %; 6 476 151 ; 8 774 361 ; 9 488 139 ; 24 738 651 ; 12 602 276 ; 10 281 149 ; 7 794 882 ; 30 678 307 ; 6 432 888 ; 7 607 866 ; 9 457 131 ; 23 497 885 ; 10 262 550 ; 7 817 004 ; 8 314 580 ; 26 394 134 ;Troms;NO4;0,147;0;5524;Målselv;6432888,078;7607866,399;9457130,989;10760259,06;8941782,72;8068712,142;1435032,19;52703671,58;6476150,916;8774361,025;9488139,401;10262549,82;7817004,327;8314580,142;1201372,012;52334157,64;;;;12602275,59;10281149,15;7794881,99;966290,479;31644597,21;51093391,77;56383248,55;136682426,4;;;;;;;
Sørreisa;5526;0;1720;0;0;142;0 %;1 %;13 %;-1 %;4 %;16 %;24 %;-8 %;11 %; 2 603 000 ; 3 437 471 ; 3 713 276 ; 9 753 748 ; 4 599 188 ; 3 870 427 ; 3 106 168 ; 11 575 783 ; 2 580 476 ; 3 045 320 ; 3 748 899 ; 9 374 695 ; 3 948 719 ; 3 119 753 ; 3 390 096 ; 10 458 569 ;Troms;NO4;0,123;0;5526;Sørreisa;2580475,881;3045320,398;3748898,716;4120313,343;3495726,487;3194399,71;580345,242;20765479,78;2603000,477;3437471,409;3713275,649;3948719,399;3119753,344;3390095,896;499431,281;20711747,46;;;;4599188,294;3870426,784;3106168,329;378989,936;11954773,34;20332694,92;21708520,88;53432000,58;;;;;;;
Dyrøy;5528;0;640;0;0;316;0 %;2 %;12 %;-3 %;3 %;17 %;22 %;-8 %;10 %; 1 098 917 ; 1 418 582 ; 1 520 619 ; 4 038 119 ; 1 906 627 ; 1 581 305 ; 1 334 147 ; 4 822 079 ; 1 079 822 ; 1 265 488 ; 1 572 769 ; 3 918 078 ; 1 635 078 ; 1 296 885 ; 1 449 562 ; 4 381 526 ;Troms;NO4;0,11;0;5528;Dyrøy;1079821,734;1265487,655;1572768,921;1701537,884;1442631,592;1389112,028;244283,175;8695642,989;1098916,726;1418582,446;1520619,426;1635078,343;1296885,467;1449562,106;213136,936;8632781,45;;;;1906627,242;1581305,272;1334146,959;189148,455;5011227,928;8512741,162;9049346,526;22339652,37;;;;;;;
Senja;5530;0;7697;0;0;1664;0 %;1 %;12 %;-2 %;4 %;14 %;18 %;-8 %;8 %; 13 444 590 ; 17 489 495 ; 19 050 772 ; 49 984 857 ; 23 186 470 ; 19 168 792 ; 16 369 841 ; 58 725 103 ; 13 257 018 ; 15 658 631 ; 19 364 773 ; 48 280 422 ; 20 254 152 ; 16 187 357 ; 17 706 892 ; 54 148 401 ;Troms;NO4;0,105;0;5530;Senja;13257018,18;15658631,18;19364772,97;20793854,03;17891208,36;16766294,92;2929140,186;106660919,8;13444590,31;17489494,95;19050771,89;20254152,11;16187357,35;17706891,66;2607716,424;106740974,7;;;;23186470,1;19168791,79;16369841,49;2111266,771;60836370,16;105036539,9;110821227,3;274238264,7;;;;;;;
Balsfjord;5532;0;3033;0;0;1139;0 %;3 %;13 %;1 %;5 %;17 %;23 %;-7 %;11 %; 5 650 668 ; 7 353 286 ; 8 048 095 ; 21 052 048 ; 9 918 300 ; 8 282 889 ; 6 810 438 ; 25 011 626 ; 5 493 087 ; 6 500 839 ; 7 999 275 ; 19 993 200 ; 8 441 390 ; 6 752 215 ; 7 304 874 ; 22 498 479 ;Troms;NO4;0,128;0;5532;Balsfjord;5493086,548;6500839,194;7999274,743;8642928,397;7476709,935;7014338,745;1224248,166;44351425,73;5650667,572;7353285,77;8048094,921;8441390,457;6752214,529;7304873,965;1068523,273;44619050,49;;;;9918299,549;8282889,02;6810437,618;897301,164;25908927,35;43560202,71;46960975,61;114879403,6;;;;;;;
Karlsøy;5534;0;1245;0;0;922;0 %;2 %;9 %;-1 %;3 %;11 %;16 %;-7 %;7 %; 2 749 398 ; 3 438 500 ; 3 797 138 ; 9 985 037 ; 4 388 786 ; 3 690 995 ; 3 313 903 ; 11 393 684 ; 2 690 872 ; 3 146 929 ; 3 826 693 ; 9 664 494 ; 3 938 926 ; 3 175 648 ; 3 545 397 ; 10 659 972 ;Troms;NO4;0,107;0;5534;Karlsøy;2690871,665;3146929,339;3826693,438;3957809,546;3537459,646;3516383,872;588568,672;21264716,18;2749398,399;3438500,21;3797138,174;3938925,841;3175648,466;3545397,221;529680,49;21174688,8;;;;4388786,083;3690994,572;3313903,282;488316,332;11882000,27;20854146,46;21867037,05;54321405,25;;;;;;;
Lyngen;5536;0;1469;0;0;455;0 %;1 %;12 %;0 %;4 %;14 %;16 %;-7 %;8 %; 2 800 609 ; 3 619 336 ; 4 056 030 ; 10 475 975 ; 4 757 587 ; 4 009 473 ; 3 516 543 ; 12 283 602 ; 2 759 905 ; 3 242 212 ; 4 069 311 ; 10 071 428 ; 4 186 719 ; 3 451 388 ; 3 784 612 ; 11 422 719 ;Troms;NO4;0,114;0;5536;Lyngen;2759905,363;3242212,305;4069310,53;4272267,658;3893484,462;3685995,096;642224,905;22565400,32;2800609,479;3619335,932;4056029,584;4186719,462;3451388,039;3784611,652;567405,344;22466099,49;;;;4757586,547;4009472,651;3516542,901;471594,291;12755196,39;22061552,7;23231171,39;57786696,2;;;;;;;
Storfjord;5538;0;956;0;0;324;0 %;1 %;16 %;2 %;6 %;17 %;23 %;-6 %;11 %; 1 707 894 ; 2 255 385 ; 2 464 895 ; 6 428 174 ; 2 984 548 ; 2 519 078 ; 2 057 277 ; 7 560 902 ; 1 687 534 ; 1 938 517 ; 2 428 071 ; 6 054 123 ; 2 561 830 ; 2 041 799 ; 2 191 732 ; 6 795 361 ;Troms;NO4;0,138;0;5538;Storfjord;1687534,189;1938517,122;2428071,221;2630877,22;2347339,66;2166051,875;392421,624;13590812,91;1707894,317;2255384,623;2464895,239;2561829,823;2041798,849;2191732,439;320758,39;13544293,68;;;;2984547,532;2519077,779;2057276,503;268486,62;7829388,434;13170242,03;14257562,61;34964495,03;;;;;;;
Kåfjord;5540;0;1041;0;0;246;0 %;2 %;13 %;0 %;5 %;15 %;18 %;-8 %;9 %; 1 664 511 ; 2 153 118 ; 2 367 232 ; 6 184 861 ; 2 811 530 ; 2 348 841 ; 1 968 182 ; 7 128 553 ; 1 631 426 ; 1 901 049 ; 2 378 870 ; 5 911 344 ; 2 444 204 ; 1 982 540 ; 2 132 409 ; 6 559 153 ;Troms;NO4;0,114;0;5540;Gáivuotna;1631425,77;1901048,925;2378869,583;2499406,332;2244443,805;2085921,118;375273,794;13116389,33;1664510,946;2153118,245;2367231,978;2444204,011;1982540,453;2132408,54;313678,626;13057692,8;;;;2811530,03;2348841,292;1968182,116;256274,467;7384827,905;12784175,91;13569689,07;33558910,03;;;;;;;
Skjervøy;5542;0;1298;0;0;355;0 %;2 %;9 %;-1 %;3 %;12 %;14 %;-8 %;6 %; 2 371 911 ; 2 969 488 ; 3 324 859 ; 8 666 259 ; 3 786 583 ; 3 185 057 ; 2 805 232 ; 9 776 873 ; 2 330 378 ; 2 715 350 ; 3 351 692 ; 8 397 419 ; 3 375 565 ; 2 805 740 ; 3 034 961 ; 9 216 266 ;Troms;NO4;0,116;0;5542;Skjervøy;2330377,691;2715349,807;3351691,5;3426531,215;3121424,168;2924646,304;510193,583;18380214,27;2371911,102;2969488,472;3324859,033;3375565,342;2805740,081;3034960,725;454360,404;18336885,16;;;;3786583,341;3185057,137;2805232,45;355235,4;10132108,33;18068045,55;18798366,94;46849207,76;;;;;;;
Nordreisa;5544;0;2384;0;0;498;0 %;2 %;15 %;0 %;6 %;17 %;22 %;-9 %;10 %; 4 151 996 ; 5 413 696 ; 5 915 739 ; 15 481 431 ; 7 168 756 ; 6 051 504 ; 4 830 404 ; 18 050 664 ; 4 051 068 ; 4 695 186 ; 5 910 674 ; 14 656 928 ; 6 117 445 ; 4 943 427 ; 5 284 879 ; 16 345 751 ;Troms;NO4;0,152;0;5544;Nordreisa;4051067,589;4695186,455;5910673,666;6428537,002;5668301,208;5055965,18;914802,746;32724533,85;4151996,11;5413696,209;5915738,622;6117445,463;4943427,316;5284878,666;765130,335;32592312,72;;;;7168756,224;6051503,74;4830403,881;586976,174;18637640,02;31767809,49;34119070,96;83954486,59;;;;;;;
Kvænangen;5546;0;766;0;0;403;0 %;6 %;17 %;4 %;9 %;16 %;18 %;-5 %;10 %; 1 488 066 ; 1 904 836 ; 2 124 479 ; 5 517 381 ; 2 479 998 ; 2 096 419 ; 1 792 645 ; 6 369 061 ; 1 398 938 ; 1 622 196 ; 2 047 990 ; 5 069 123 ; 2 134 458 ; 1 770 574 ; 1 894 702 ; 5 799 733 ;Troms;NO4;0,153;0;5546;Kvænangen;1398937,649;1622195,82;2047989,78;2144391,315;1917938,086;1840658,194;317384,888;11289495,73;1488066,042;1904836,001;2124478,911;2134457,689;1770574,067;1894701,731;278074,677;11595189,12;;;;2479997,557;2096418,842;1792644,682;232964,971;6602026,052;11146931,41;12119407,01;29486710,9;;;;;;;
Alta;5601;0;9465;0;0;1239;0 %;0 %;16 %;2 %;6 %;19 %;24 %;-9 %;12 %; 19 024 270 ; 25 274 395 ; 27 562 169 ; 71 860 834 ; 34 049 401 ; 28 548 295 ; 22 394 880 ; 84 992 576 ; 18 937 728 ; 21 819 930 ; 27 136 290 ; 67 893 949 ; 28 690 952 ; 22 948 492 ; 24 522 142 ; 76 161 586 ;Finnmark;NO4;0,178;0;5601;Alta;18937728,32;21819930,35;27136290,03;30001877,87;26294600,08;23410129,07;4163651,7;151764207,4;19024269,78;25274395,42;27562168,61;28690951,66;22948492,23;24522142,45;3473247,442;151495667,6;;;;34049401,29;28548294,55;22394879,79;2509256,572;87501832,2;147528782,5;159362666;390761707,2;;;;;;;
Hammerfest;5603;0;4935;0;0;1211;0 %;1 %;9 %;-2 %;2 %;9 %;12 %;-8 %;4 %; 10 137 813 ; 12 541 178 ; 14 078 013 ; 36 757 004 ; 15 739 067 ; 13 837 700 ; 12 218 492 ; 41 795 259 ; 10 035 052 ; 11 517 667 ; 14 376 758 ; 35 929 477 ; 14 465 222 ; 12 340 473 ; 13 292 262 ; 40 097 957 ;Finnmark;NO4;0,101;0;5603;Hammerfest;10035051,81;11517667,08;14376758,37;14668421,55;13734854,12;12929458,62;2217047,679;79479259,22;10137812,98;12541177,51;14078013,22;14465221,61;12340473,43;13292261,78;1987616,916;78842577,45;;;;15739066,55;13837700,22;12218491,79;1470068,736;43265327,29;78015051;80022331;201587164;;;;;;;
Sør-Varanger;5605;0;4937;0;0;1040;0 %;-1 %;14 %;1 %;5 %;17 %;27 %;-3 %;14 %; 9 288 731 ; 13 282 724 ; 14 967 314 ; 37 538 769 ; 18 502 967 ; 15 826 365 ; 12 497 510 ; 46 826 841 ; 9 411 053 ; 11 628 782 ; 14 789 565 ; 35 829 400 ; 15 796 283 ; 12 417 251 ; 12 920 462 ; 41 133 996 ;Finnmark;NO4;0,211;0;5605;Sør-Varanger;9411052,844;11628782,38;14789564,8;16285438,32;14318981,65;12615387,79;2215757,908;81264965,68;9288731,235;13282724,49;14967313,57;15796283,27;12417251,33;12920461,55;1870815,714;80543581,15;;;;18502966,76;15826365,05;12497509,53;1385140,052;48211981,39;78834211,88;85750750,68;210020528,2;;;;;;;
Vadsø;5607;0;3014;0;0;154;0 %;0 %;10 %;1 %;4 %;11 %;18 %;-3 %;9 %; 5 604 025 ; 7 544 055 ; 8 540 649 ; 21 688 728 ; 9 489 711 ; 8 537 096 ; 7 231 005 ; 25 257 812 ; 5 592 709 ; 6 880 858 ; 8 480 382 ; 20 953 949 ; 8 538 353 ; 7 258 532 ; 7 480 413 ; 23 277 298 ;Finnmark;NO4;0,144;0;5607;Vadsø;5592709,096;6880858,156;8480382,087;8907439,809;8005708,291;7404033,187;1287443,858;46558574,48;5604025,015;7544054,613;8540648,766;8538352,934;7258532,129;7480412,581;1104484,516;46070510,55;;;;9489710,614;8537096,234;7231004,921;821095,641;26078907,41;45335731,5;47767635,8;118707992,4;;;;;;;
Karasjok;5610;0;1108;0;0;52;0 %;-6 %;14 %;3 %;4 %;15 %;32 %;-9 %;12 %; 2 015 933 ; 2 977 865 ; 3 372 372 ; 8 366 170 ; 4 223 319 ; 3 539 637 ; 2 527 884 ; 10 290 840 ; 2 140 679 ; 2 607 173 ; 3 265 893 ; 8 013 746 ; 3 687 327 ; 2 681 823 ; 2 779 956 ; 9 149 105 ;Finnmark;NO4;0,157;0;5610;Kárášjohka;2140679,111;2607173,217;3265893,351;3803237,412;3075437,727;2665738,988;496329,965;18054489,77;2015933,451;2977865,249;3372371,54;3687326,534;2681822,637;2779955,505;371327,739;17886602,66;;;;4223318,612;3539637,109;2527884,15;292836,846;10583676,72;17534178,09;18949846,96;46524769,14;;;;;;;
Kautokeino;5612;0;1284;0;0;274;0 %;-3 %;22 %;5 %;8 %;21 %;30 %;-8 %;14 %; 2 512 604 ; 3 749 808 ; 4 078 232 ; 10 340 644 ; 5 114 985 ; 4 298 111 ; 3 199 703 ; 12 612 798 ; 2 598 948 ; 3 082 690 ; 3 873 240 ; 9 554 878 ; 4 244 541 ; 3 312 218 ; 3 470 213 ; 11 026 972 ;Finnmark;NO4;0,229;0;5612;Guovdageaidnu;2598947,704;3082690,011;3873240,165;4432495,093;3771426,068;3417363,542;607708,803;21783871,39;2512603,763;3749808,488;4078231,651;4244541,418;3312218,021;3470212,58;469351,166;21836967,09;;;;5114984,949;4298110,743;3199702,788;406106,981;13018905,46;21051201,07;23359549,36;56639743,93;;;;;;;
Loppa;5614;0;574;0;0;272;0 %;0 %;11 %;-2 %;3 %;12 %;16 %;-6 %;7 %; 974 656 ; 1 236 301 ; 1 369 694 ; 3 580 651 ; 1 582 728 ; 1 373 147 ; 1 219 907 ; 4 175 782 ; 971 174 ; 1 118 439 ; 1 399 150 ; 3 488 763 ; 1 409 199 ; 1 183 880 ; 1 303 097 ; 3 896 177 ;Finnmark;NO4;0,124;0;5614;Loppa;971173,852;1118438,945;1399150,036;1451420,847;1337649,093;1303948,403;223323,27;7805104,446;974656,092;1236300,684;1369693,925;1409198,794;1183880,491;1303097,332;199688,193;7676515,511;;;;1582727,633;1373147,293;1219907,461;162258,947;4338041,334;7584627,643;7918692,035;19819661,29;;;;;;;
Hasvik;5616;0;534;0;0;50;0 %;1 %;7 %;-1 %;2 %;7 %;14 %;-5 %;5 %; 901 798 ; 1 082 644 ; 1 220 232 ; 3 204 673 ; 1 346 973 ; 1 236 556 ; 1 149 695 ; 3 733 224 ; 894 822 ; 1 008 261 ; 1 226 729 ; 3 129 812 ; 1 259 250 ; 1 086 000 ; 1 213 981 ; 3 559 231 ;Finnmark;NO4;0,065;0;5616;Hasvik;894821,927;1008260,924;1226729,114;1274514,64;1210908,862;1176595,758;200884,505;6992715,73;901797,683;1082644,162;1220231,617;1259250,184;1085999,841;1213980,929;183590,136;6947494,552;;;;1346972,716;1236556,205;1149694,699;141805,785;3875029,405;6872633,055;7079702,867;17815239,69;;;;;;;
Måsøy;5618;0;590;0;0;205;0 %;1 %;6 %;-2 %;2 %;6 %;11 %;-7 %;3 %; 1 056 711 ; 1 288 635 ; 1 463 399 ; 3 808 745 ; 1 567 149 ; 1 404 977 ; 1 302 919 ; 4 275 044 ; 1 044 498 ; 1 212 411 ; 1 495 345 ; 3 752 253 ; 1 473 324 ; 1 271 391 ; 1 393 635 ; 4 138 350 ;Finnmark;NO4;0,088;0;5618;Måsøy;1044497,947;1212410,548;1495344,681;1531027,363;1449380,076;1412312,245;237683,187;8382656,047;1056710,902;1288635,136;1463399,363;1473324,001;1271391,061;1393634,662;207118,688;8154213,813;;;;1567149,368;1404976,546;1302918,516;167248,685;4442293,115;8097721,588;8251038,516;20979162,98;;;;;;;
Nordkapp;5620;0;1562;0;0;162;0 %;0 %;6 %;-2 %;1 %;7 %;9 %;-6 %;3 %; 2 678 923 ; 3 328 670 ; 3 751 570 ; 9 759 164 ; 4 117 907 ; 3 653 845 ; 3 348 083 ; 11 119 835 ; 2 669 463 ; 3 137 737 ; 3 839 007 ; 9 646 208 ; 3 831 095 ; 3 366 347 ; 3 564 934 ; 10 762 375 ;Finnmark;NO4;0,114;0;5620;Nordkapp;2669463,438;3137737,367;3839007,313;3911088,51;3723240,942;3510078,248;603058,584;21393674,4;2678923,494;3328670,263;3751570,14;3831094,91;3366346,567;3564933,669;538699,112;21060238,16;;;;4117906,965;3653844,703;3348083,142;392613,648;11512448,46;20947282,38;21271612,36;53966361,02;;;;;;;
Porsanger;5622;0;1670;0;0;401;0 %;-2 %;15 %;1 %;5 %;16 %;23 %;-7 %;10 %; 3 932 129 ; 5 306 825 ; 5 890 625 ; 15 129 579 ; 7 095 269 ; 6 106 392 ; 4 912 853 ; 18 114 514 ; 4 001 540 ; 4 596 968 ; 5 815 105 ; 14 413 613 ; 6 142 862 ; 4 978 822 ; 5 295 891 ; 16 417 576 ;Finnmark;NO4;0,182;0;5622;Porsanger;4001539,5;4596967,862;5815105,342;6538227,345;5845202,644;5288061,785;907288,623;32992393,1;3932129,084;5306825,024;5890625,334;6142862,063;4978822,377;5295891,188;764678,509;32311833,58;;;;7095269,094;6106391,598;4912853,036;595151,879;18709665,61;31595866,84;33839245,05;84013892,29;;;;;;;
