,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,Count,Count,Count,Count
VesselType,Aframax/LR2,MR,Suezmax,VLCC,Aframax/LR2,MR,Suezmax,VLCC
Date,,,,,,,,
2016-08-03,28507.40964097149,20321.94025453513,29704.47104500931,34273.65390691982,10.0,10.0,13.0,20.0
2016-08-04,28494.131169735978,20313.84915156742,29691.349213387915,34258.35556264817,10.0,10.0,13.0,20.0
2016-08-05,28882.776744537274,20488.212653941162,29827.261647520776,34818.415602191526,10.0,10.0,13.0,20.0
2016-08-06,28882.776744537274,20488.212653941162,29827.261647520776,34818.415602191526,10.0,10.0,13.0,20.0
2016-08-07,28882.776744537274,20488.212653941162,29827.261647520776,34818.415602191526,10.0,10.0,13.0,20.0
2016-08-08,29175.52173144555,20665.693904021886,30112.977421663094,35157.3100814672,10.0,10.0,13.0,20.0
2016-08-09,29069.069008933446,20601.155267628896,30009.080776520437,35034.07572536696,10.0,10.0,13.0,20.0
2016-08-10,28962.616286421347,20536.616631235906,29905.184131377766,34910.841369266716,10.0,10.0,13.0,20.0
2016-08-11,29162.2148238774,20657.626382132457,30099.990031383833,35141.905419687326,10.0,10.0,13.0,20.0
2016-08-12,28909.98841443532,20883.16120746923,30257.38982081065,35551.05108721888,10.0,10.0,13.0,20.0
2016-08-13,28909.98841443532,20883.16120746923,30257.38982081065,35551.05108721888,10.0,10.0,13.0,20.0
2016-08-14,28909.98841443532,20883.16120746923,30257.38982081065,35551.05108721888,10.0,10.0,13.0,20.0
2016-08-15,29171.00572805568,21046.263017310885,30517.3180110107,35862.212568693525,10.0,10.0,13.0,20.0
2016-08-16,29092.6999116552,20997.332085493,30439.338934232994,35768.86338238364,10.0,10.0,13.0,20.0
2016-08-17,29027.446516721655,20956.557216330668,30374.35781625951,35691.074124816216,10.0,10.0,13.0,20.0
2016-08-18,29027.446516721655,20956.557216330668,30374.35781625951,35691.074124816216,10.0,10.0,13.0,20.0
2016-08-19,29107.941696375998,20960.75327433904,30175.068163639906,35718.76693779668,10.0,10.0,13.0,20.0
2016-08-20,29107.941696375998,20960.75327433904,30175.068163639906,35718.76693779668,10.0,10.0,13.0,20.0
2016-08-21,29107.941696375998,20960.75327433904,30175.068163639906,35718.76693779668,10.0,10.0,13.0,20.0
2016-08-22,29252.24981546303,21050.603145938072,30316.810854813943,35890.31855298434,10.0,10.0,13.0,20.0
2016-08-23,29672.057413835355,21311.98593610043,30729.155351749134,36389.38036616886,10.0,10.0,13.0,20.0
2016-08-24,29055.465902969656,20928.080522941225,30123.525255132987,35656.38439706326,10.0,10.0,13.0,20.0
2016-08-25,28937.395055024994,20854.56663755118,30007.55340377246,35516.02330858376,10.0,10.0,13.0,20.0
2016-08-26,29030.382808706505,20766.191832674514,30115.418110889754,35636.65015217562,10.0,10.0,13.0,20.0
2016-08-27,29030.382808706505,20766.191832674514,30115.418110889754,35636.65015217562,10.0,10.0,13.0,20.0
2016-08-28,29030.382808706505,20766.191832674514,30115.418110889754,35636.65015217562,10.0,10.0,13.0,20.0
2016-08-29,28859.607558460073,20661.083582244315,29947.54085289687,35433.55059674477,10.0,10.0,13.0,20.0
2016-08-30,28859.607558460073,20661.083582244315,29947.54085289687,35433.55059674477,10.0,10.0,13.0,20.0
2016-08-31,29684.73091086333,21168.928084507144,30758.662169993277,36414.85313213495,10.0,10.0,13.0,20.0
2016-09-01,28926.49617830916,20337.481324099514,30432.74807309794,36038.512981814565,11.0,3.0,14.0,21.0
2016-09-02,29000.244164630545,20403.748706543378,30576.4269870665,36155.74911973353,11.0,3.0,14.0,21.0
2016-09-03,29000.244164630545,20403.748706543378,30576.4269870665,36155.74911973353,11.0,3.0,14.0,21.0
2016-09-04,29000.244164630545,20403.748706543378,30576.4269870665,36155.74911973353,11.0,3.0,14.0,21.0
2016-09-05,29000.244164630545,20403.748706543378,30576.4269870665,36155.74911973353,11.0,3.0,14.0,21.0
2016-09-06,29417.900349993484,20653.777142122188,30997.02457017234,36663.80250452914,11.0,3.0,14.0,21.0
2016-09-07,29457.05524784746,20677.217086743552,31036.45522146229,36711.432059850464,11.0,3.0,14.0,21.0
2016-09-08,29209.071946134078,20528.762738047186,30786.72546524997,36409.77543360228,11.0,3.0,14.0,21.0
2016-09-09,28865.19528624835,20439.044023966722,30421.91031333609,35845.14642707761,11.0,3.0,14.0,21.0
2016-09-10,28865.19528624835,20439.044023966722,30421.91031333609,35845.14642707761,11.0,3.0,14.0,21.0
2016-09-11,28865.19528624835,20439.044023966722,30421.91031333609,35845.14642707761,11.0,3.0,14.0,21.0
2016-09-12,28982.937155568976,20510.203498419334,30540.3739842275,35987.52347150049,11.0,3.0,14.0,21.0
2016-09-13,28786.70049876089,20391.604248659034,30342.934323526693,35750.22814601453,11.0,3.0,14.0,21.0
2016-09-14,28616.628147294166,20288.81788031681,30171.819365116986,35544.57149320616,11.0,3.0,14.0,21.0
2016-09-15,28551.215512477393,20249.284545718157,30106.00572645313,35465.47254848187,11.0,3.0,14.0,21.0
2016-09-16,28976.81065160576,20468.512779802208,30520.095855961357,35907.17701529177,11.0,3.0,14.0,21.0
2016-09-17,28976.81065160576,20468.512779802208,30520.095855961357,35907.17701529177,11.0,3.0,14.0,21.0
2016-09-18,28976.81065160576,20468.512779802208,30520.095855961357,35907.17701529177,11.0,3.0,14.0,21.0
2016-09-19,28819.5658970492,20373.771688040077,30361.99587513105,35717.59383846992,11.0,3.0,14.0,21.0
2016-09-20,28911.291691456303,20429.037136667506,30454.22054983199,35828.18364828104,11.0,3.0,14.0,21.0
2016-09-21,29186.470324347833,20594.834235485047,30730.895830401772,36159.95458438756,11.0,3.0,14.0,21.0
2016-09-22,29186.470324347833,20594.834235485047,30730.895830401772,36159.95458438756,11.0,3.0,14.0,21.0
2016-09-23,28367.913525646403,20463.048750757735,30703.07218368903,36106.44320334704,11.0,3.0,14.0,21.0
2016-09-24,28367.913525646403,20463.048750757735,30703.07218368903,36106.44320334704,11.0,3.0,14.0,21.0
2016-09-25,28367.913525646403,20463.048750757735,30703.07218368903,36106.44320334704,11.0,3.0,14.0,21.0
2016-09-26,28342.422481821835,20447.224946624396,30676.418777156592,36074.50811542409,11.0,3.0,14.0,21.0
2016-09-27,28291.440394172707,20415.577338357707,30623.1119640917,36010.6379395782,11.0,3.0,14.0,21.0
2016-09-28,28546.350832418368,20573.815379691136,30889.646029416115,36329.98881880766,11.0,3.0,14.0,21.0
2016-09-29,28265.94935034813,20399.75353422436,30596.458557559265,35978.70285165525,11.0,3.0,14.0,21.0
2016-09-30,28430.47799293303,20497.531525135237,30804.737544566786,36198.37094192083,11.0,3.0,14.0,21.0
2016-10-01,28430.47799293303,20497.531525135237,30804.737544566786,36198.37094192083,11.0,3.0,14.0,21.0
2016-10-02,28430.47799293303,20497.531525135237,30804.737544566786,36198.37094192083,11.0,3.0,14.0,21.0
2016-10-03,28354.05837283603,20450.11008445735,30724.69381788525,36102.580596314416,11.0,3.0,14.0,21.0
2016-10-04,28430.47799293303,20497.531525135237,30804.737544566786,36198.37094192083,11.0,3.0,14.0,21.0
2016-10-05,28659.736853224018,20639.795847168905,31044.86872461138,36485.74197874009,11.0,3.0,14.0,21.0
2016-10-06,29054.57186072307,20884.80681244072,31458.42829719812,36980.65914501026,11.0,3.0,14.0,21.0
2016-10-07,28976.995430626226,20703.4372657228,31278.528518453346,36652.56064531958,11.0,3.0,14.0,21.0
2016-10-08,28976.995430626226,20703.4372657228,31278.528518453346,36652.56064531958,11.0,3.0,14.0,21.0
2016-10-09,28976.995430626226,20703.4372657228,31278.528518453346,36652.56064531958,11.0,3.0,14.0,21.0
2016-10-10,29463.69228679091,21002.27510550699,31785.95404194241,37257.11947658514,11.0,3.0,14.0,21.0
2016-10-11,29463.69228679091,21002.27510550699,31785.95404194241,37257.11947658514,11.0,3.0,14.0,21.0
2016-10-12,29105.073550669564,20782.07880250811,31412.061550950464,36811.655074599985,11.0,3.0,14.0,21.0
2016-10-13,28900.147947875572,20656.251968659184,31198.40806221935,36557.10322912926,11.0,3.0,14.0,21.0
2016-10-14,28757.59862849249,20520.5927561749,31384.69738462461,36676.66806588108,11.0,3.0,14.0,21.0
2016-10-15,28757.59862849249,20520.5927561749,31384.69738462461,36676.66806588108,11.0,3.0,14.0,21.0
2016-10-16,28757.59862849249,20520.5927561749,31384.69738462461,36676.66806588108,11.0,3.0,14.0,21.0
2016-10-17,28744.90429626319,20512.828543134176,31371.25182281711,36660.71307734083,11.0,3.0,14.0,21.0
2016-10-18,28859.150865130567,20582.704979628525,31492.259314606017,36804.30493110022,11.0,3.0,14.0,21.0
2016-10-19,29125.725788955067,20745.74975130331,31774.60970136703,37139.3520826883,11.0,3.0,14.0,21.0
2016-10-20,29239.972357822433,20815.626187797665,31895.617193155937,37282.943936447686,11.0,3.0,14.0,21.0
2016-10-21,29272.810924915953,20601.398560620044,31237.975832168344,37279.53773764172,11.0,3.0,14.0,21.0
2016-10-22,29272.810924915953,20601.398560620044,31237.975832168344,37279.53773764172,11.0,3.0,14.0,21.0
2016-10-23,29272.810924915953,20601.398560620044,31237.975832168344,37279.53773764172,11.0,3.0,14.0,21.0
2016-10-24,29080.324748507377,20485.846844521446,31040.53573288298,37038.02507452559,11.0,3.0,14.0,21.0
2016-10-25,28900.67126941116,20377.99874758286,30856.258599784203,36812.613613899426,11.0,3.0,14.0,21.0
2016-10-26,28900.67126941116,20377.99874758286,30856.258599784203,36812.613613899426,11.0,3.0,14.0,21.0
2016-10-27,28823.676921227063,20331.778134609176,30777.282685599013,36716.008702202496,11.0,3.0,14.0,21.0
2016-10-28,28738.38335471902,20568.668271310868,30775.249639872854,36929.63651246546,11.0,3.0,14.0,21.0
2016-10-29,28738.38335471902,20568.668271310868,30775.249639872854,36929.63651246546,11.0,3.0,14.0,21.0
2016-10-30,28738.38335471902,20568.668271310868,30775.249639872854,36929.63651246546,11.0,3.0,14.0,21.0
2016-10-31,28432.671123445558,20380.779251921038,30460.37426526967,36541.19922060129,11.0,3.0,14.0,21.0
2016-11-01,28496.360867929427,20419.922610976104,30525.972988844453,36622.12327052818,11.0,3.0,14.0,21.0
2016-11-02,28279.81500780883,20286.83474222612,30302.936577968074,36346.98057466919,11.0,3.0,14.0,21.0
2016-11-03,28165.172617383178,20216.376173303786,30184.857999690994,36201.31620434199,11.0,3.0,14.0,21.0
2016-11-04,28898.143911570856,20896.804133298134,29947.248254602866,35995.764000600226,11.0,3.0,14.0,21.0
2016-11-05,28898.143911570856,20896.804133298134,29947.248254602866,35995.764000600226,11.0,3.0,14.0,21.0
2016-11-06,28898.143911570856,20896.804133298134,29947.248254602866,35995.764000600226,11.0,3.0,14.0,21.0
2016-11-07,29108.75333847241,21028.625583571295,30153.888255058373,36251.586859267394,11.0,3.0,14.0,21.0
2016-11-08,29135.079516835103,21045.10326485544,30179.71825511531,36283.5647166008,11.0,3.0,14.0,21.0
2016-11-09,29345.689571402258,21176.92510798751,30386.358871406588,36539.388337680226,11.0,3.0,14.0,21.0
2016-11-10,29569.462401317964,21316.985595332208,30605.914179808446,36811.20050622022,11.0,3.0,14.0,21.0
2016-11-11,29738.357455758014,21241.19379051351,30537.31048272131,36924.366105778645,11.0,3.0,14.0,21.0
2016-11-12,29738.357455758014,21241.19379051351,30537.31048272131,36924.366105778645,11.0,3.0,14.0,21.0
2016-11-13,29738.357455758014,21241.19379051351,30537.31048272131,36924.366105778645,11.0,3.0,14.0,21.0
2016-11-14,29539.94474151191,21118.707372824374,30344.833319218626,36684.22044495157,11.0,3.0,14.0,21.0
2016-11-15,29566.39972802895,21135.038869224685,30370.496900227787,36716.239815501714,11.0,3.0,14.0,21.0
2016-11-16,30095.50008910635,21461.66918660452,30883.769132278907,37356.62798990658,11.0,3.0,14.0,21.0
2016-11-17,29830.95022393596,21298.354222601396,30627.133322187365,37036.43428440515,11.0,3.0,14.0,21.0
2016-11-18,29217.181676903034,21105.98287558574,30846.322756081663,37257.02544015071,11.0,3.0,14.0,21.0
2016-11-19,29217.181676903034,21105.98287558574,30846.322756081663,37257.02544015071,11.0,3.0,14.0,21.0
2016-11-20,29217.181676903034,21105.98287558574,30846.322756081663,37257.02544015071,11.0,3.0,14.0,21.0
2016-11-21,29397.46983857426,21218.908968714528,31028.329649398,37483.6460806595,11.0,3.0,14.0,21.0
2016-11-22,29178.54819237285,21081.78423474597,30807.320968986256,37208.46348839439,11.0,3.0,14.0,21.0
2016-11-23,29242.93712857035,21122.11517460414,30872.32374084114,37289.39981736625,11.0,3.0,14.0,21.0
2016-11-24,29242.93712857035,21122.11517460414,30872.32374084114,37289.39981736625,11.0,3.0,14.0,21.0
2016-11-25,29189.71227546987,21151.818299979,30817.27006854815,37135.68954964873,11.0,3.0,14.0,21.0
2016-11-26,29189.71227546987,21151.818299979,30817.27006854815,37135.68954964873,11.0,3.0,14.0,21.0
2016-11-27,29189.71227546987,21151.818299979,30817.27006854815,37135.68954964873,11.0,3.0,14.0,21.0
2016-11-28,29022.106136252914,21046.323409222263,30648.076838279092,36925.71562151171,11.0,3.0,14.0,21.0
2016-11-29,28948.963940403573,21000.286145928192,30574.242046531377,36834.08440652874,11.0,3.0,14.0,21.0
2016-11-30,28613.75227674478,20789.296751367325,30235.85620658979,36414.137320433794,11.0,3.0,14.0,21.0
2016-12-01,28626.644725651793,20797.411534604897,30248.870736289286,36430.2887463479,11.0,3.0,14.0,21.0
2016-12-02,28514.767258578162,20912.9135706879,30283.651624167273,36467.286388370296,11.0,3.0,14.0,21.0
2016-12-03,28514.767258578162,20912.9135706879,30283.651624167273,36467.286388370296,11.0,3.0,14.0,21.0
2016-12-04,28514.767258578162,20912.9135706879,30283.651624167273,36467.286388370296,11.0,3.0,14.0,21.0
2016-12-05,28745.542530964365,21060.319426080754,30518.321133700483,36758.447022242704,11.0,3.0,14.0,21.0
2016-12-06,28784.005382035197,21084.887263892495,30557.433029453936,36806.97418021126,11.0,3.0,14.0,21.0
2016-12-07,28899.393323901444,21158.590386835192,30674.76809505179,36952.554882803975,11.0,3.0,14.0,21.0
2016-12-08,29373.765022812877,21461.591507055655,31157.144619923532,37551.052126975956,11.0,3.0,14.0,21.0
2016-12-09,29150.413351915926,21440.991009043322,30820.041592779067,37250.43046466798,11.0,3.0,14.0,21.0
2016-12-10,29150.413351915926,21440.991009043322,30820.041592779067,37250.43046466798,11.0,3.0,14.0,21.0
2016-12-11,29150.413351915926,21440.991009043322,30820.041592779067,37250.43046466798,11.0,3.0,14.0,21.0
2016-12-12,28932.107926725985,21300.255543529773,30599.21884393911,36975.20225945587,11.0,3.0,14.0,21.0
2016-12-13,29484.291769248226,21656.233183841792,31157.770029117753,37671.36712934992,11.0,3.0,14.0,21.0
2016-12-14,28970.63205333012,21325.090981707355,30638.187199975077,37023.77148861449,11.0,3.0,14.0,21.0
2016-12-15,29099.046829227158,21407.876433552923,30768.082752413025,37185.670205799855,11.0,3.0,14.0,21.0
2016-12-16,29006.095035343194,21463.72883304646,30701.66954367983,37151.482595576395,11.0,3.0,14.0,21.0
2016-12-17,29006.095035343194,21463.72883304646,30701.66954367983,37151.482595576395,11.0,3.0,14.0,21.0
2016-12-18,29006.095035343194,21463.72883304646,30701.66954367983,37151.482595576395,11.0,3.0,14.0,21.0
2016-12-19,28544.740548618178,21163.692988698418,30234.371843294295,36567.9571232979,11.0,3.0,14.0,21.0
2016-12-20,28608.81725512003,21205.36443504068,30299.273992201837,36649.001941327006,11.0,3.0,14.0,21.0
2016-12-21,28672.894572708465,21247.036278795098,30364.176760068058,36730.04753226415,11.0,3.0,14.0,21.0
2016-12-22,28621.632963072352,21213.698962756425,30312.254793358552,36665.21136867765,11.0,3.0,14.0,21.0
2016-12-23,28327.791071119645,21306.88856737306,30426.25425477426,36806.32199369762,11.0,3.0,14.0,21.0
2016-12-24,28327.791071119645,21306.88856737306,30426.25425477426,36806.32199369762,11.0,3.0,14.0,21.0
2016-12-25,28327.791071119645,21306.88856737306,30426.25425477426,36806.32199369762,11.0,3.0,14.0,21.0
2016-12-26,28327.791071119645,21306.88856737306,30426.25425477426,36806.32199369762,11.0,3.0,14.0,21.0
2016-12-27,28264.652642707722,21264.918962429598,30360.987233670567,36724.82552341976,11.0,3.0,14.0,21.0
2016-12-28,28252.02531830495,21256.525281591996,30347.93420290929,36708.52669568894,11.0,3.0,14.0,21.0
2016-12-29,28226.770067366713,21239.737519664977,30321.827518954302,36675.92826301938,11.0,3.0,14.0,21.0
2016-12-30,27761.955050796034,21466.024579319168,30638.179328447717,36997.74095434944,11.0,3.0,14.0,21.0
2016-12-31,27761.955050796034,21466.024579319168,30638.179328447717,36997.74095434944,11.0,3.0,14.0,21.0
2017-01-01,27076.687716414617,20892.01731662098,30142.148696050706,35801.52416083141,13.0,3.0,15.0,21.0
2017-01-02,27076.687716414617,20892.01731662098,30142.148696050706,35801.52416083141,13.0,3.0,15.0,21.0
2017-01-03,27681.094703824936,21306.327117429253,30798.448468543625,36598.59663171911,13.0,3.0,15.0,21.0
2017-01-04,27656.92456159072,21289.758932376542,30772.203141835198,36566.72182650734,13.0,3.0,15.0,21.0
2017-01-05,27693.180063072872,21314.611407463955,30811.571444766807,36614.53441430264,13.0,3.0,15.0,21.0
2017-01-06,27329.095212027874,21391.867704309287,30577.47145079117,36802.880933541506,13.0,3.0,15.0,21.0
2017-01-07,27329.095212027874,21391.867704309287,30577.47145079117,36802.880933541506,13.0,3.0,15.0,21.0
2017-01-08,27329.095212027874,21391.867704309287,30577.47145079117,36802.880933541506,13.0,3.0,15.0,21.0
2017-01-09,27126.635378846226,21249.59268307482,30355.905870915038,36528.73983771931,13.0,3.0,15.0,21.0
2017-01-10,27090.907507040218,21224.485561133744,30316.8064282748,36480.362449600514,13.0,3.0,15.0,21.0
2017-01-11,27210.00135953405,21308.176632721515,30447.138939532986,36641.62169157102,13.0,3.0,15.0,21.0
2017-01-12,27102.816608347464,21232.854468757265,30329.8393686634,36496.48798932521,13.0,3.0,15.0,21.0
2017-01-13,26443.767006030266,21247.960893128242,30313.43559535172,36787.815353796344,13.0,3.0,15.0,21.0
2017-01-14,26443.767006030266,21247.960893128242,30313.43559535172,36787.815353796344,13.0,3.0,15.0,21.0
2017-01-15,26443.767006030266,21247.960893128242,30313.43559535172,36787.815353796344,13.0,3.0,15.0,21.0
2017-01-16,26443.767006030266,21247.960893128242,30313.43559535172,36787.815353796344,13.0,3.0,15.0,21.0
2017-01-17,26409.07627550482,21222.664002004218,30274.117319599314,36738.56864212146,13.0,3.0,15.0,21.0
2017-01-18,26420.639668546894,21231.09616501661,30287.223203199203,36754.983951758964,13.0,3.0,15.0,21.0
2017-01-19,26432.203612988185,21239.528730115846,30300.329711751823,36771.40004415884,13.0,3.0,15.0,21.0
2017-01-20,26565.52272068736,21408.620197886517,30586.787177588318,37182.12077343695,13.0,3.0,15.0,21.0
2017-01-21,26565.52272068736,21408.620197886517,30586.787177588318,37182.12077343695,13.0,3.0,15.0,21.0
2017-01-22,26565.52272068736,21408.620197886517,30586.787177588318,37182.12077343695,13.0,3.0,15.0,21.0
2017-01-23,26381.495432260414,21273.6978773064,30376.841756516456,36918.6355051223,13.0,3.0,15.0,21.0
2017-01-24,26462.007096724912,21332.726191510083,30468.692565392044,37033.90991738594,13.0,3.0,15.0,21.0
2017-01-25,26496.512487527252,21358.024327668973,30508.057644686374,37083.31379781896,13.0,3.0,15.0,21.0
2017-01-26,26439.00368567154,21315.860901437576,30442.44938775806,37000.97425884661,13.0,3.0,15.0,21.0
2017-01-27,26253.9995778613,21215.47270733072,30231.092478105853,36734.0852836477,13.0,3.0,15.0,21.0
2017-01-28,26253.9995778613,21215.47270733072,30231.092478105853,36734.0852836477,13.0,3.0,15.0,21.0
2017-01-29,26253.9995778613,21215.47270733072,30231.092478105853,36734.0852836477,13.0,3.0,15.0,21.0
2017-01-30,26300.00388538232,21249.292187248313,30283.57519983718,36799.9478387046,13.0,3.0,15.0,21.0
2017-01-31,26161.990962819254,21147.833747495537,30126.1270346432,36602.36017353391,13.0,3.0,15.0,21.0
2017-02-01,25225.289509051738,20459.229620806018,29057.51749800481,35830.52534709014,13.0,3.0,15.0,22.0
2017-02-02,25126.659374225426,20386.722935154827,28944.998079729743,35685.98713318572,13.0,3.0,15.0,22.0
2017-02-03,25260.274393075404,20036.20966194797,29102.255193690842,35883.40135765538,13.0,3.0,15.0,22.0
2017-02-04,25260.274393075404,20036.20966194797,29102.255193690842,35883.40135765538,13.0,3.0,15.0,22.0
2017-02-05,25260.274393075404,20036.20966194797,29102.255193690842,35883.40135765538,13.0,3.0,15.0,22.0
2017-02-06,25172.477946229483,19974.001599658277,29002.069977815496,35754.73108617169,13.0,3.0,15.0,22.0
2017-02-07,25183.452240431176,19981.77742204984,29014.592831224414,35770.814486639494,13.0,3.0,15.0,22.0
2017-02-08,25106.630087786947,19927.345182151712,28926.93046875799,35658.227615623604,13.0,3.0,15.0,22.0
2017-02-09,25139.554017008217,19950.673390904998,28964.50022328674,35706.47935089765,13.0,3.0,15.0,22.0
2017-02-10,26697.88515691647,19681.180509130285,29242.877906405374,35353.66120703895,13.0,3.0,15.0,22.0
2017-02-11,26697.88515691647,19681.180509130285,29242.877906405374,35353.66120703895,13.0,3.0,15.0,22.0
2017-02-12,26697.88515691647,19681.180509130285,29242.877906405374,35353.66120703895,13.0,3.0,15.0,22.0
2017-02-13,26756.59247594793,19718.374336135785,29305.061591056845,35431.24821799055,13.0,3.0,15.0,22.0
2017-02-14,26709.62684467256,19688.61941641403,29255.31488054669,35369.1789051991,13.0,3.0,15.0,22.0
2017-02-15,26615.6955821218,19629.109576970524,29155.821459526385,35245.040279616194,13.0,3.0,15.0,22.0
2017-02-16,26521.76375969657,19569.599382820397,29056.327445478513,35120.90091410872,13.0,3.0,15.0,22.0
2017-02-17,26427.930627813148,19716.551234799463,29323.22938749087,35202.137582702024,13.0,3.0,15.0,22.0
2017-02-18,26427.930627813148,19716.551234799463,29323.22938749087,35202.137582702024,13.0,3.0,15.0,22.0
2017-02-19,26427.930627813148,19716.551234799463,29323.22938749087,35202.137582702024,13.0,3.0,15.0,22.0
2017-02-20,26427.930627813148,19716.551234799463,29323.22938749087,35202.137582702024,13.0,3.0,15.0,22.0
2017-02-21,26393.0244727824,19694.037294202262,29285.547698482715,35155.6089243361,13.0,3.0,15.0,22.0
2017-02-22,26265.033943081897,19611.485343689714,29147.380107926943,34985.00211802175,13.0,3.0,15.0,22.0
2017-02-23,26241.76298812029,19596.475930674034,29122.258782274956,34953.98276592457,13.0,3.0,15.0,22.0
2017-02-24,26143.15597526781,19526.280628925484,29054.623903894237,34846.36291442739,13.0,3.0,15.0,22.0
2017-02-25,26143.15597526781,19526.280628925484,29054.623903894237,34846.36291442739,13.0,3.0,15.0,22.0
2017-02-26,26143.15597526781,19526.280628925484,29054.623903894237,34846.36291442739,13.0,3.0,15.0,22.0
2017-02-27,26108.282958123462,19503.801012011627,29016.901776268867,34799.83165600219,13.0,3.0,15.0,22.0
2017-02-28,26040.546107162765,19460.136924839448,28943.630853758696,34709.4500035081,13.0,3.0,15.0,22.0
2017-03-01,25814.566174075146,19314.467213927946,29066.501156846276,34746.82229279312,13.0,3.0,16.0,21.0
2017-03-02,25741.01288015982,19267.053769225848,28985.388688470306,34647.24972196946,13.0,3.0,16.0,21.0
2017-03-03,25609.63580582665,19168.573160254648,28837.58909614712,34424.94584587181,13.0,3.0,16.0,21.0
2017-03-04,25609.63580582665,19168.573160254648,28837.58909614712,34424.94584587181,13.0,3.0,16.0,21.0
2017-03-05,25609.63580582665,19168.573160254648,28837.58909614712,34424.94584587181,13.0,3.0,16.0,21.0
2017-03-06,25658.71615027226,19200.17171352776,28891.705174507508,34491.26157789205,13.0,3.0,16.0,21.0
2017-03-07,25523.744910504905,19113.27550368446,28742.885636459177,34308.892919563434,13.0,3.0,16.0,21.0
2017-03-08,25462.394772489828,19073.777500435302,28675.240861065973,34225.99864981106,13.0,3.0,16.0,21.0
2017-03-09,25290.61298184633,18963.182187294937,28485.8339416901,33993.89279719431,13.0,3.0,16.0,21.0
2017-03-10,25385.21808967685,19028.695297932773,28539.599515207556,34141.957673981946,13.0,3.0,16.0,21.0
2017-03-11,25385.21808967685,19028.695297932773,28539.599515207556,34141.957673981946,13.0,3.0,16.0,21.0
2017-03-12,25385.21808967685,19028.695297932773,28539.599515207556,34141.957673981946,13.0,3.0,16.0,21.0
2017-03-13,25458.8763589329,19076.1373842597,28620.59627752143,34241.56995740293,13.0,3.0,16.0,21.0
2017-03-14,25299.283149519528,18973.34600869993,28445.102970655513,34025.742947500104,13.0,3.0,16.0,21.0
2017-03-15,25458.8763589329,19076.1373842597,28620.59627752143,34241.56995740293,13.0,3.0,16.0,21.0
2017-03-16,25778.062777759635,19281.72013537924,28971.582891253263,34673.223977208574,13.0,3.0,16.0,21.0
2017-03-17,25757.437223512818,19284.340111943402,28872.802057392564,34663.05946149234,13.0,3.0,16.0,21.0
2017-03-18,25757.437223512818,19284.340111943402,28872.802057392564,34663.05946149234,13.0,3.0,16.0,21.0
2017-03-19,25757.437223512818,19284.340111943402,28872.802057392564,34663.05946149234,13.0,3.0,16.0,21.0
2017-03-20,25769.725354728183,19292.265944871808,28886.26061914462,34679.68994167856,13.0,3.0,16.0,21.0
2017-03-21,25487.10478200857,19109.975944688147,28576.72075798223,34297.1976202296,13.0,3.0,16.0,21.0
2017-03-22,25413.377752507407,19062.42208089126,28495.971312688507,34197.41711806703,13.0,3.0,16.0,21.0
2017-03-23,25474.816650793193,19102.05011175974,28563.262196230167,34280.567140043364,13.0,3.0,16.0,21.0
2017-03-24,25460.30357463442,19101.006415940017,28564.914360191044,34251.967125219344,13.0,3.0,16.0,21.0
2017-03-25,25460.30357463442,19101.006415940017,28564.914360191044,34251.967125219344,13.0,3.0,16.0,21.0
2017-03-26,25460.30357463442,19101.006415940017,28564.914360191044,34251.967125219344,13.0,3.0,16.0,21.0
2017-03-27,25423.44457044926,19077.21444166112,28524.506703444233,34202.10231410359,13.0,3.0,16.0,21.0
2017-03-28,25460.30357463442,19101.006415940017,28564.914360191044,34251.967125219344,13.0,3.0,16.0,21.0
2017-03-29,25583.165945494962,19180.312366602007,28699.60547891721,34418.181841314705,13.0,3.0,16.0,21.0
2017-03-30,25472.589518793484,19108.936821925916,28578.383150934707,34268.58820054174,13.0,3.0,16.0,21.0
2017-03-31,25321.111008717035,19063.129214342556,28552.118580220624,34057.67403496235,13.0,3.0,16.0,21.0
2017-04-01,25373.20626696567,19063.129214342556,28869.68119685771,34057.67403496235,14.0,3.0,17.0,21.0
2017-04-02,25373.20626696567,19063.129214342556,28869.68119685771,34057.67403496235,14.0,3.0,17.0,21.0
2017-04-03,24526.412213895277,18515.621218915898,27921.4122421168,32915.897196213475,14.0,3.0,17.0,21.0
2017-04-04,24479.68588745298,18485.409578634164,27869.08650296729,32852.89363932951,14.0,3.0,17.0,21.0
2017-04-05,24397.91509468984,18432.539388216715,27777.516771341656,32742.637790313373,14.0,3.0,17.0,21.0
2017-04-06,24468.004584353286,18477.856848639312,27856.00538006591,32837.14312563933,14.0,3.0,17.0,21.0
2017-04-07,24456.780496788626,18578.222072468612,27901.02391013912,32780.73719643439,14.0,3.0,17.0,21.0
2017-04-08,24456.780496788626,18578.222072468612,27901.02391013912,32780.73719643439,14.0,3.0,17.0,21.0
2017-04-09,24456.780496788626,18578.222072468612,27901.02391013912,32780.73719643439,14.0,3.0,17.0,21.0
2017-04-10,24701.922808699117,18738.364050710523,28176.420937634368,33110.6459894175,14.0,3.0,17.0,21.0
2017-04-11,24760.28968123829,18776.492868046756,28241.991271356896,33189.195238298824,14.0,3.0,17.0,21.0
