,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,ImplicitDayrate,Count,Count,Count,Count
VesselType,Aframax/LR2,MR,Suezmax,VLCC,Aframax/LR2,MR,Suezmax,VLCC
Date,,,,,,,,
2023-01-20,35664.26248180924,,37376.398796244015,51973.315944862734,18.0,0.0,26.0,23.0
2023-01-21,35664.26248180924,,37376.398796244015,51973.315944862734,18.0,0.0,26.0,23.0
2023-01-22,35664.26248180924,,37376.398796244015,51973.315944862734,18.0,0.0,26.0,23.0
2023-01-23,35430.48762683879,,37144.12743818103,51624.34705950676,18.0,0.0,26.0,23.0
2023-01-24,35263.50498092103,,36978.218722527374,51375.08266438149,18.0,0.0,26.0,23.0
2023-01-25,34929.54075072852,,36646.40234603523,50876.55545890522,18.0,0.0,26.0,23.0
2023-01-26,34896.14464620218,,36613.22102483057,50826.70321378988,18.0,0.0,26.0,23.0
2023-01-27,35646.11754988494,,37208.35428755526,51721.15181019329,18.0,0.0,26.0,23.0
2023-01-28,35646.11754988494,,37208.35428755526,51721.15181019329,18.0,0.0,26.0,23.0
2023-01-29,35646.11754988494,,37208.35428755526,51721.15181019329,18.0,0.0,26.0,23.0
2023-01-30,35277.164633491666,,36843.84380923448,51173.50010278236,18.0,0.0,26.0,23.0
2023-01-31,35523.13359983567,,37086.85114591739,51538.601768613364,18.0,0.0,26.0,23.0
2023-02-01,36249.85878273262,,37804.82607511717,52617.30929347216,18.0,0.0,26.0,23.0
2023-02-02,36294.58138229104,,37849.0101848842,52683.6928533243,18.0,0.0,26.0,23.0
2023-02-03,36520.43036175032,,37941.68423103923,52622.859817596014,18.0,0.0,26.0,23.0
2023-02-04,36520.43036175032,,37941.68423103923,52622.859817596014,18.0,0.0,26.0,23.0
2023-02-05,36520.43036175032,,37941.68423103923,52622.859817596014,18.0,0.0,26.0,23.0
2023-02-06,37307.58271549143,,38715.6406640077,53779.97353776747,18.0,0.0,26.0,23.0
2023-02-07,37498.748424995596,,38903.60164758419,54060.987072494616,18.0,0.0,26.0,23.0
2023-02-08,37442.52302706902,,38848.31881927953,53978.3357546732,18.0,0.0,26.0,23.0
2023-02-09,38656.98690367765,,40042.42327115825,55763.597283267525,18.0,0.0,26.0,23.0
2023-02-10,38328.409534901744,,39822.41483016609,55209.757483116395,18.0,0.0,26.0,23.0
2023-02-11,38328.409534901744,,39822.41483016609,55209.757483116395,18.0,0.0,26.0,23.0
2023-02-12,38328.409534901744,,39822.41483016609,55209.757483116395,18.0,0.0,26.0,23.0
2023-02-13,39317.51073355277,,40798.39873409609,56661.35513328556,18.0,0.0,26.0,23.0
2023-02-14,39609.74571456404,,41086.758143650215,57090.237043763205,18.0,0.0,26.0,23.0
2023-02-15,39778.342241811,,41253.118771941794,57337.66806812365,18.0,0.0,26.0,23.0
2023-02-16,39632.22582321594,,41108.94012485981,57123.22868601292,18.0,0.0,26.0,23.0
2023-02-17,39389.470385638095,,40921.20123523329,56809.31837681326,18.0,0.0,26.0,23.0
2023-02-18,39389.470385638095,,40921.20123523329,56809.31837681326,18.0,0.0,26.0,23.0
2023-02-19,39389.470385638095,,40921.20123523329,56809.31837681326,18.0,0.0,26.0,23.0
2023-02-20,39389.470385638095,,40921.20123523329,56809.31837681326,18.0,0.0,26.0,23.0
2023-02-21,39400.699685425694,,40932.30069199111,56825.81401524997,18.0,0.0,26.0,23.0
2023-02-22,39221.03517236389,,40754.713617875605,56561.89009270508,18.0,0.0,26.0,23.0
2023-02-23,40265.33649314181,,41786.93980930003,58095.94985888556,18.0,0.0,26.0,23.0
2023-02-24,39965.79607649073,,42014.415405431224,58434.016420954904,18.0,0.0,26.0,23.0
2023-02-25,39965.79607649073,,42014.415405431224,58434.016420954904,18.0,0.0,26.0,23.0
2023-02-26,39965.79607649073,,42014.415405431224,58434.016420954904,18.0,0.0,26.0,23.0
2023-02-27,40531.18411796452,,42582.7949797594,59278.722982500694,18.0,0.0,26.0,23.0
2023-02-28,40370.91337045102,,42421.67622137264,59039.27371559436,18.0,0.0,26.0,23.0
2023-03-01,39971.816053793125,,42020.467235122705,58443.01044621661,18.0,0.0,26.0,23.0
2023-03-02,39727.92101719528,,41775.28172196454,58078.62400251748,18.0,0.0,26.0,23.0
2023-03-03,39048.901202641544,,42979.32299327227,59894.73907731673,18.0,0.0,26.0,23.0
2023-03-04,39048.901202641544,,42979.32299327227,59894.73907731673,18.0,0.0,26.0,23.0
2023-03-05,39048.901202641544,,42979.32299327227,59894.73907731673,18.0,0.0,26.0,23.0
2023-03-06,38234.00434783517,,42109.11688511541,58600.74611989608,18.0,0.0,26.0,23.0
2023-03-07,38191.67311850724,,42063.91252077202,58533.527413250915,18.0,0.0,26.0,23.0
2023-03-08,38625.578816560424,,42527.26857201075,59222.535984279115,18.0,0.0,26.0,23.0
2023-03-09,38244.58765980724,,42120.41851509264,58617.55159788667,18.0,0.0,26.0,23.0
2023-03-10,37609.44330593973,,41712.822404416096,58486.9016792458,18.0,0.0,26.0,23.0
2023-03-11,37609.44330593973,,41712.822404416096,58486.9016792458,18.0,0.0,26.0,23.0
2023-03-12,37609.44330593973,,41712.822404416096,58486.9016792458,18.0,0.0,26.0,23.0
2023-03-13,37222.295393748784,,41295.74766571375,57860.3014536701,18.0,0.0,26.0,23.0
2023-03-14,37515.27224610251,,41611.371850407784,58334.48549546022,18.0,0.0,26.0,23.0
2023-03-15,35746.95145062112,,39706.358519602145,55472.45221451523,18.0,0.0,26.0,23.0
2023-03-16,35401.658229798515,,39334.373871576325,54913.5939506729,18.0,0.0,26.0,23.0
2023-03-17,35323.75064718885,,39415.034819876935,55172.93293365723,18.0,0.0,26.0,23.0
2023-03-18,35323.75064718885,,39415.034819876935,55172.93293365723,18.0,0.0,26.0,23.0
2023-03-19,35323.75064718885,,39415.034819876935,55172.93293365723,18.0,0.0,26.0,23.0
2023-03-20,36093.33715212492,,40248.9049452815,56429.73774787798,18.0,0.0,26.0,23.0
2023-03-21,36966.92226229202,,41195.46068748115,57856.38175092058,18.0,0.0,26.0,23.0
2023-03-22,36488.53145528111,,40677.10985924292,57075.12601751839,18.0,0.0,26.0,23.0
2023-03-23,36176.53563958805,,40339.053008857685,56565.60845105284,18.0,0.0,26.0,23.0
2023-03-24,35379.780331361355,,39909.81571869164,56128.44641449262,18.0,0.0,26.0,23.0
2023-03-25,35379.780331361355,,39909.81571869164,56128.44641449262,18.0,0.0,26.0,23.0
2023-03-26,35379.780331361355,,39909.81571869164,56128.44641449262,18.0,0.0,26.0,23.0
2023-03-27,35759.26648457566,,40327.22154607685,56760.56498361356,18.0,0.0,26.0,23.0
2023-03-28,35831.060686367346,,40406.18969273118,56880.15419055392,18.0,0.0,26.0,23.0
2023-03-29,35513.114097184734,,40056.47269252453,56350.543449005985,18.0,0.0,26.0,23.0
2023-03-30,35390.036925366636,,39921.09718988807,56145.531052421466,18.0,0.0,26.0,23.0
2023-03-31,35552.677296316564,,40221.28606695229,56575.733385709544,18.0,0.0,26.0,23.0
2023-04-01,35552.677296316564,,40221.28606695229,56575.733385709544,18.0,0.0,26.0,23.0
2023-04-02,35552.677296316564,,40221.28606695229,56575.733385709544,18.0,0.0,26.0,23.0
2023-04-03,33865.66475755875,,38358.02278757558,53755.5558452885,18.0,0.0,26.0,23.0
2023-04-04,33916.786556474755,,38414.48553963433,53841.01611651743,18.0,0.0,26.0,23.0
2023-04-05,34407.55348590713,,38956.52537474849,54661.43080826933,18.0,0.0,26.0,23.0
2023-04-06,33865.66475755875,,38358.02278757558,53755.5558452885,18.0,0.0,26.0,23.0
2023-04-07,33845.22490761035,,38663.61945826862,54028.22761648072,18.0,0.0,26.0,23.0
2023-04-08,33845.22490761035,,38663.61945826862,54028.22761648072,18.0,0.0,26.0,23.0
2023-04-09,33845.22490761035,,38663.61945826862,54028.22761648072,18.0,0.0,26.0,23.0
2023-04-10,33732.23869277215,,38537.34248150414,53837.95875217305,18.0,0.0,26.0,23.0
2023-04-11,33854.02526804609,,38673.45502017194,54043.04742957035,18.0,0.0,26.0,23.0
2023-04-12,33925.067194987474,,38752.853730629904,54162.68208391047,18.0,0.0,26.0,23.0
2023-04-13,34442.66086580694,,39331.332831262764,55034.31018527398,18.0,0.0,26.0,23.0
2023-04-14,34757.03847606084,,39828.51412679977,55575.52485296386,18.0,0.0,26.0,23.0
2023-04-15,34757.03847606084,,39828.51412679977,55575.52485296386,18.0,0.0,26.0,23.0
2023-04-16,34757.03847606084,,39828.51412679977,55575.52485296386,18.0,0.0,26.0,23.0
2023-04-17,35415.41776484271,,40568.05294093552,56684.53657366022,18.0,0.0,26.0,23.0
2023-04-18,35830.7032515484,,41034.53137000998,57384.06719383483,18.0,0.0,26.0,23.0
2023-04-19,35395.15946501858,,40545.29736632433,56650.41233505012,18.0,0.0,26.0,23.0
2023-04-20,34706.39369246941,,39771.62627531727,55490.21588357185,18.0,0.0,26.0,23.0
2023-04-21,34197.74578427978,,39171.47322853225,54431.88219273271,18.0,0.0,26.0,23.0
2023-04-22,34197.74578427978,,39171.47322853225,54431.88219273271,18.0,0.0,26.0,23.0
2023-04-23,34197.74578427978,,39171.47322853225,54431.88219273271,18.0,0.0,26.0,23.0
2023-04-24,35273.90236435978,,40379.06407881924,56236.04790989933,18.0,0.0,26.0,23.0
2023-04-25,34613.99508232265,,39638.56031702784,55129.719967666715,18.0,0.0,26.0,23.0
2023-04-26,33994.69746428456,,38943.62600078577,54091.473719983886,18.0,0.0,26.0,23.0
2023-04-27,34197.74578427978,,39171.47322853225,54431.88219273271,18.0,0.0,26.0,23.0
2023-04-28,34428.881312089805,,39177.94354305564,54464.82332667049,18.0,0.0,26.0,23.0
2023-04-29,34428.881312089805,,39177.94354305564,54464.82332667049,18.0,0.0,26.0,23.0
2023-04-30,34428.881312089805,,39177.94354305564,54464.82332667049,18.0,0.0,26.0,23.0
2023-05-01,34724.26785518681,,39778.82887230131,54955.93317042182,18.0,0.0,25.0,23.0
2023-05-02,34384.7174037817,,39397.59076206236,54391.39638622414,18.0,0.0,25.0,23.0
2023-05-03,34004.009351638866,,38970.14200518079,53758.43095035001,18.0,0.0,25.0,23.0
2023-05-04,33849.66761291634,,38796.85125395935,53501.822282962494,18.0,0.0,25.0,23.0
2023-05-05,34364.50525678212,,39138.42102973105,54075.511426589874,18.0,0.0,25.0,23.0
2023-05-06,34364.50525678212,,39138.42102973105,54075.511426589874,18.0,0.0,25.0,23.0
2023-05-07,34364.50525678212,,39138.42102973105,54075.511426589874,18.0,0.0,25.0,23.0
2023-05-08,33681.52970268442,,38377.93735320927,52947.56734433026,18.0,0.0,25.0,23.0
2023-05-09,33795.35945513666,,38504.685182063564,53135.558839623525,18.0,0.0,25.0,23.0
2023-05-10,34178.23910685804,,38931.016290782565,53767.89016507968,18.0,0.0,25.0,23.0
2023-05-11,34343.80857929194,,39115.375570350996,54041.33056205171,18.0,0.0,25.0,23.0
2023-05-12,34180.26518311177,,38838.2623374372,53446.708996758745,18.0,0.0,25.0,23.0
2023-05-13,34180.26518311177,,38838.2623374372,53446.708996758745,18.0,0.0,25.0,23.0
2023-05-14,34180.26518311177,,38838.2623374372,53446.708996758745,18.0,0.0,25.0,23.0
2023-05-15,34201.0561617556,,38861.33465625051,53480.77868458519,18.0,0.0,25.0,23.0
2023-05-16,34180.26518311177,,38838.2623374372,53446.708996758745,18.0,0.0,25.0,23.0
2023-05-17,34013.93239688261,,38653.678285924856,53174.14337109917,18.0,0.0,25.0,23.0
2023-05-18,33847.60060206914,,38469.095334613696,52901.57937004921,18.0,0.0,25.0,23.0
2023-05-19,34103.07884088447,,38649.84616572908,53618.515143625686,18.0,0.0,25.0,23.0
2023-05-20,34103.07884088447,,38649.84616572908,53618.515143625686,18.0,0.0,25.0,23.0
2023-05-21,34103.07884088447,,38649.84616572908,53618.515143625686,18.0,0.0,25.0,23.0
2023-05-22,33854.035712097706,,38374.49167473019,53207.46627891887,18.0,0.0,25.0,23.0
2023-05-23,33667.25287070292,,38167.975259400286,52899.178813707294,18.0,0.0,25.0,23.0
2023-05-24,33594.61553887581,,38087.66380639932,52779.28996984189,18.0,0.0,25.0,23.0
2023-05-25,33656.876815877215,,38156.50297622978,52882.0530027001,18.0,0.0,25.0,23.0
2023-05-26,34674.64098744496,,38813.34103883681,54357.93335266047,18.0,0.0,25.0,23.0
2023-05-27,34674.64098744496,,38813.34103883681,54357.93335266047,18.0,0.0,25.0,23.0
2023-05-28,34674.64098744496,,38813.34103883681,54357.93335266047,18.0,0.0,25.0,23.0
2023-05-29,34674.64098744496,,38813.34103883681,54357.93335266047,18.0,0.0,25.0,23.0
2023-05-30,34767.07029398056,,38913.85547050006,54509.75766784394,18.0,0.0,25.0,23.0
2023-05-31,33825.927864689605,,37890.38791524044,52963.83776242777,18.0,0.0,25.0,23.0
2023-06-01,34275.585312844814,,38379.378523722946,53702.44477671942,18.0,0.0,25.0,23.0
2023-06-02,34700.31660734535,,38477.820375834235,54057.220503588214,18.0,0.0,25.0,23.0
2023-06-03,34700.31660734535,,38477.820375834235,54057.220503588214,18.0,0.0,25.0,23.0
2023-06-04,34700.31660734535,,38477.820375834235,54057.220503588214,18.0,0.0,25.0,23.0
2023-06-05,33561.892366561486,,37255.851852968546,52202.37640294795,18.0,0.0,25.0,23.0
2023-06-06,33730.54851704855,,37436.88498604817,52477.16927414702,18.0,0.0,25.0,23.0
2023-06-07,33878.12126648678,,37595.28749381812,52717.610784354416,18.0,0.0,25.0,23.0
2023-06-08,34131.10398432143,,37866.83557488332,53129.79763432561,18.0,0.0,25.0,23.0
2023-06-09,34806.87545026646,,38383.378098441455,53702.388104576596,18.0,0.0,25.0,23.0
2023-06-10,34806.87545026646,,38383.378098441455,53702.388104576596,18.0,0.0,25.0,23.0
2023-06-11,34806.87545026646,,38383.378098441455,53702.388104576596,18.0,0.0,25.0,23.0
2023-06-12,34796.24728722977,,38372.05565184172,53685.288358755686,18.0,0.0,25.0,23.0
2023-06-13,35210.73652364375,,38813.62135131988,54352.16376927805,18.0,0.0,25.0,23.0
