Produsent,Modell,variant_id,hjuldrift,drivstoff,årstall,n_obs,median_pris,median_km,p25_pris,p75_pris,std_pris,hurtigpris,innbyttepris,km_slope_pct,km_slope_kilde
Mitsubishi,Lancer,ikke_klassifisert,Firehjul,Bensin,1998,5,36942,209000,33000,349000,298521,33000,31401,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Firehjul,Bensin,2000,5,799000,134800,579000,799000,349346,579000,579000,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2004,7,12500,171119,11921,18421,6761,11921,10625,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2005,12,24421,122392,11782,36942,11906,24421,20758,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2007,7,11942,162000,10921,22900,8766,10921,10151,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Firehjul,Bensin,2008,6,454900,112475,368900,512400,111038,368900,368900,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2008,52,37442,177500,24206,46942,16404,37442,31826,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Firehjul,Bensin,2009,15,401942,107683,369450,499900,94310,369450,341651,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2009,43,34900,182715,22000,54450,19300,27971,27971,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Firehjul,Bensin,2010,12,314450,106350,194922,439000,134858,194922,194922,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2010,51,44900,137910,29900,67400,26831,44900,38165,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Bensin,2014,7,79999,144000,69360,89950,11799,69360,67999,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Diesel,2011,23,36900,187090,29900,52921,21942,13942,13942,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Diesel,2012,15,49999,144400,39942,67450,22583,39942,39942,-6.506e-06,variant
Mitsubishi,Lancer,ikke_klassifisert,Tohjul,Diesel,2013,5,69999,145400,59999,74999,8758,59999,59499,-6.506e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2004,13,16900,183105,11942,31900,10909,13471,13471,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2005,25,34900,190000,21900,45000,21867,33950,29665,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2006,25,16942,194000,11942,33900,15762,16942,14401,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2008,21,39000,237760,24900,49000,22816,39000,33150,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2009,18,44442,235000,23150,57736,20107,20921,20921,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2010,10,61442,194000,48932,73725,22789,48932,48932,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2010,64,55421,188690,37675,66600,26439,43400,43400,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2011,5,69999,180000,64990,79000,31937,64990,59499,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2011,42,57950,194034,44925,69968,22661,47000,47000,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2012,23,73900,162000,67971,85900,23845,69000,62815,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2013,57,109000,155000,81942,129500,33496,93942,92650,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2013,25,89434,144455,69900,109000,24518,82942,76019,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2014,15,119000,164086,79900,137400,40410,119000,101150,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2014,18,117450,140500,89910,129326,26471,102000,99832,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2015,7,153532,122000,137350,190166,36189,137350,130502,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Bensin,2016,19,172532,176500,139450,179532,38958,149217,146652,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2016,12,146983,149558,104638,167104,55019,104638,104638,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Bensin,2017,18,182450,89000,169000,199675,19809,169000,155082,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2007,173,29900,242600,17000,41942,17757,26421,25415,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2008,338,28900,245584,16942,41932,18826,24442,24442,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2009,71,31942,249300,18700,46900,20115,29000,27151,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2010,236,54971,223250,34942,77182,28291,49500,46725,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2011,256,54900,224300,39600,69992,25133,46400,46400,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2012,93,59900,202396,45000,76900,25425,59000,50915,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2013,384,91900,202250,69000,119900,39940,76942,76942,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Diesel,2013,25,69900,188000,56900,99900,30719,56900,56900,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2014,211,111942,189500,84761,148950,43284,109100,95151,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Tohjul,Diesel,2014,10,87000,174650,74311,89000,27763,74311,73950,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2015,60,142216,177467,113718,171175,46062,142216,120884,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2016,136,189900,164900,149900,219900,44416,177450,161415,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2017,57,229000,129775,198000,254900,50071,189000,189000,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Diesel,2018,9,249900,113000,239000,289434,61235,239000,212415,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2014,250,109900,166250,95482,129000,27919,99000,93415,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2015,275,125000,159000,99945,146500,30281,119000,106250,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2016,611,159000,148000,139900,175000,28222,149900,135150,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2017,434,189000,124000,165326,199990,29880,169999,160650,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2018,349,199900,120015,179900,219000,29627,198000,169915,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2019,540,239900,104000,219000,259900,30216,239000,203915,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2020,461,269000,89998,244434,289999,37315,269000,228650,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2021,20,289000,78025,279900,319225,31694,279900,245650,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Hybrid,2025,32,779450,10500,742750,799000,45346,779450,662532,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2014,298,91942,182000,79000,114975,29784,79900,78151,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2015,256,113450,161100,94968,130550,30362,113450,96432,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2016,621,149434,147000,129532,169000,30816,148900,127019,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2017,445,169900,129000,154532,194532,32565,169000,144415,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2018,429,199000,118300,178500,219000,32310,196217,169150,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2019,752,239000,98497,214326,259000,34360,229000,203150,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2020,871,269900,85500,249000,299000,36870,264900,229415,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2021,27,299000,68700,279532,319217,27739,299000,254150,-3.165e-06,variant
Mitsubishi,Outlander,ikke_klassifisert,Firehjul,Plug-in hybrid,2025,101,779000,7340,737900,799900,55895,748900,662150,-3.165e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1991,6,50971,275871,41436,68956,23439,41268,41268,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1993,11,45000,290000,38148,64086,33440,38148,38148,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1995,8,34400,283920,17574,56250,25807,34400,29240,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1996,8,35950,335000,24122,55975,61129,24122,24122,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1997,6,37471,282500,25206,52692,20410,25206,25206,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1998,10,60990,250500,29423,76660,25310,29423,29423,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,1999,16,40700,301750,30660,57201,23686,31942,31942,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2000,10,16598,257277,7206,30160,20180,16598,14108,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2001,37,36296,282507,21296,56900,25916,24421,24421,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2002,43,40000,310000,26900,60450,24262,40000,34000,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2003,23,26942,302000,20942,41921,28207,25942,22901,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2004,44,30921,316236,21932,52986,29792,28442,26283,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2005,67,48942,283000,26942,61900,27966,29942,29942,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2006,50,51942,271732,30024,89175,41361,29942,29942,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2007,174,91971,280000,65432,129300,45110,85900,78175,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2008,63,130000,245000,96971,158421,52398,107971,107971,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2009,46,142950,243000,95475,195205,60134,115442,115442,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2010,96,179900,243090,126932,219000,62102,168421,152915,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2011,71,191900,228000,159950,229400,51150,191900,163115,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2012,63,209000,238000,179000,234875,54002,209000,177650,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2013,56,268950,171250,238975,299900,63230,268950,228608,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2014,45,239000,182000,219000,289900,51534,239000,203150,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2015,85,279000,159700,239900,299000,60449,279000,237150,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2016,99,251520,202700,224000,298700,65070,247776,213792,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2017,95,329000,135900,289450,362450,61302,329000,279650,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2018,26,361536,114800,331500,399000,58997,361536,307306,-3.338e-06,variant
Mitsubishi,Pajero,ikke_klassifisert,Firehjul,Diesel,2019,11,299553,174103,279053,372000,67630,279053,254620,-3.338e-06,variant
Mitsubishi,Pajero Sport,ikke_klassifisert,Firehjul,Diesel,1999,7,26942,290000,25921,40750,12776,26942,22901,-2.522e-06,global
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2004,6,15942,145343,13860,21560,10658,13860,13551,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2013,92,39471,102536,27990,62860,22014,30921,30921,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2014,36,64450,95637,40122,79000,25658,32500,32500,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2015,32,54113,67100,39956,69000,18549,54113,45996,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2016,27,78166,67000,66618,89950,20338,78166,66441,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2017,9,94999,55000,89900,114990,17318,89900,80749,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2018,17,129900,44000,99000,139900,29279,119800,110415,-4.433e-06,variant
Mitsubishi,Space Star,ikke_klassifisert,Tohjul,Bensin,2019,8,73868,53850,59736,91925,21356,63236,62788,-4.433e-06,variant
Mitsubishi,Space Star I,ikke_klassifisert,Tohjul,Bensin,2002,7,28000,106500,22871,30421,9211,23942,23800,-5.193e-06,variant
Mitsubishi,Space Star I,ikke_klassifisert,Tohjul,Bensin,2013,13,30942,72210,24942,37236,8904,26942,26301,-5.193e-06,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2011,61,16900,94083,11942,20000,6621,13942,13942,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2012,67,16900,102236,11942,22421,7156,16671,14365,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2013,57,22942,82100,16236,27942,9318,16900,16900,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2014,10,22166,76750,19944,24972,7431,19944,18841,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2015,50,28033,79354,17309,33934,9556,25951,23828,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2016,20,31037,58000,25000,39125,9919,21236,21236,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2017,31,39236,53803,29950,48068,13491,34118,33351,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2018,9,49236,55300,44000,52736,9476,49236,41851,-3.85e-07,variant
Mitsubishi,i-Miev,ikke_klassifisert,Tohjul,Elektrisk,2019,23,59736,32807,55283,71750,12210,59736,50776,-3.85e-07,variant
NIO,EL6,ikke_klassifisert,Firehjul,Elektrisk,2023,10,410000,31500,399922,431757,25400,399922,348500,-2.729e-06,variant
NIO,EL6,ikke_klassifisert,Firehjul,Elektrisk,2024,26,399000,43500,352301,436748,72737,287343,287343,-2.729e-06,variant
NIO,EL6,ikke_klassifisert,Firehjul,Elektrisk,2025,15,459900,3700,428702,487450,45969,427505,390915,-2.729e-06,variant
NIO,EL7,ikke_klassifisert,Firehjul,Elektrisk,2023,27,419000,49900,403702,449666,29884,403702,356150,-1.293e-06,variant
NIO,EL7,ikke_klassifisert,Firehjul,Elektrisk,2024,9,449000,61000,437343,474900,33450,437343,381650,-1.293e-06,variant
NIO,EL8,ikke_klassifisert,Firehjul,Elektrisk,2024,7,689000,15000,643752,744450,65051,643752,585650,-2.522e-06,global
NIO,EL8,ikke_klassifisert,Firehjul,Elektrisk,2025,9,749900,8900,699000,762343,57246,699000,637415,-2.522e-06,global
NIO,ES8,ikke_klassifisert,Firehjul,Elektrisk,2021,63,369900,75600,339717,389450,53404,349000,314415,-1.899e-06,variant
NIO,ES8,ikke_klassifisert,Firehjul,Elektrisk,2022,203,374900,72500,339945,396843,38524,352450,318665,-1.899e-06,variant
NIO,ES8,ikke_klassifisert,Firehjul,Elektrisk,2023,49,419000,46000,399900,439000,38206,419000,356150,-1.899e-06,variant
NIO,ES8,ikke_klassifisert,Firehjul,Elektrisk,2024,22,479450,31500,436714,499900,41327,479450,407532,-1.899e-06,variant
NIO,ET5,ikke_klassifisert,Firehjul,Elektrisk,2023,36,329000,42000,309750,377982,40739,329000,279650,-2.495e-06,variant
NIO,ET5,ikke_klassifisert,Firehjul,Elektrisk,2024,12,394450,24864,383725,402400,21750,383725,335282,-2.495e-06,variant
NIO,ET5,ikke_klassifisert,Firehjul,Elektrisk,2025,23,389000,350,379000,419850,32079,389000,330650,-2.495e-06,variant
NIO,ET7,ikke_klassifisert,Firehjul,Elektrisk,2022,18,349000,44948,331725,382308,40686,349000,296650,-3.482e-06,variant
NIO,ET7,ikke_klassifisert,Firehjul,Elektrisk,2024,9,379000,63000,359000,407505,32793,359000,322150,-3.482e-06,variant
Nissan,200 SX,ikke_klassifisert,Tohjul,Bensin,1992,5,260000,167500,169942,449990,146568,169942,169942,-3.624e-06,variant
Nissan,200 SX,ikke_klassifisert,Tohjul,Bensin,1997,5,239900,143000,151942,331900,104195,151942,151942,-3.624e-06,variant
Nissan,200 SX,ikke_klassifisert,Tohjul,Bensin,1998,14,300442,170508,272910,321332,40696,272910,255376,-3.624e-06,variant
Nissan,350 Z,ikke_klassifisert,Tohjul,Bensin,2003,15,230000,112000,209000,246921,64140,209000,195500,0.0,variant
Nissan,350 Z,ikke_klassifisert,Tohjul,Bensin,2004,8,270500,117750,207425,293206,75629,207425,207425,0.0,variant
Nissan,350 Z,ikke_klassifisert,Tohjul,Bensin,2005,7,249000,136000,210471,290000,59029,210471,210471,0.0,variant
Nissan,370z,ikke_klassifisert,Tohjul,Bensin,2009,5,369000,109000,365000,401942,51006,365000,313650,-2.522e-06,global
Nissan,370z,ikke_klassifisert,Tohjul,Bensin,2010,6,283995,187250,273172,386956,96566,273172,241396,-2.522e-06,global
Nissan,Almera,ikke_klassifisert,Tohjul,Bensin,2001,6,29000,147750,23706,33499,9239,23706,23706,-2.9e-08,variant
Nissan,Almera,ikke_klassifisert,Tohjul,Bensin,2005,8,17371,154750,11986,32692,12504,17371,14765,-2.9e-08,variant
Nissan,Andre,ikke_klassifisert,Tohjul,Diesel,2012,7,285000,137000,285000,285000,0,285000,242250,-2.522e-06,global
Nissan,Ariya,nissan-ariya-63,Tohjul,Elektrisk,2022,135,329000,44800,307236,349850,32569,329000,279650,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Firehjul,Elektrisk,2023,101,439000,42000,418900,449900,29747,439000,373150,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Tohjul,Elektrisk,2023,197,339000,46800,319000,349900,35999,339000,288150,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Firehjul,Elektrisk,2024,93,469000,31000,448900,487343,33357,469000,398650,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Tohjul,Elektrisk,2024,91,347900,19400,329000,368500,39228,347900,295715,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Firehjul,Elektrisk,2025,94,519900,2484,500556,539675,25063,519900,441915,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Tohjul,Elektrisk,2025,159,379000,7217,349000,419000,45324,379000,322150,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Firehjul,Elektrisk,2026,25,499900,15,489900,499900,28379,489900,424915,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-63,Tohjul,Elektrisk,2026,19,385900,10,378000,394900,41285,378000,328015,-5.48e-07,variant
Nissan,Ariya,nissan-ariya-87,Tohjul,Elektrisk,2022,71,349900,43000,339000,369000,29481,349850,297415,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Firehjul,Elektrisk,2023,170,418450,47000,398900,429900,31418,418450,355682,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Tohjul,Elektrisk,2023,72,369900,43973,353650,389900,41265,369900,314415,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Firehjul,Elektrisk,2024,159,449900,33106,428800,469000,28332,449900,382415,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Tohjul,Elektrisk,2024,11,427343,19374,414450,429000,19971,414450,363242,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Firehjul,Elektrisk,2025,151,499000,12500,462752,528950,42523,499000,424150,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Tohjul,Elektrisk,2025,65,449000,1000,429000,459900,26066,444900,381650,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Firehjul,Elektrisk,2026,109,499000,15,487900,499900,24384,489900,424150,-1.164e-06,variant
Nissan,Ariya,nissan-ariya-87,Tohjul,Elektrisk,2026,6,479000,6000,472175,486500,11515,472175,407150,-1.164e-06,variant
Nissan,GT-R,ikke_klassifisert,Firehjul,Bensin,2009,15,899042,117843,867500,924471,113957,867500,764186,-1.333e-06,variant
Nissan,GT-R,ikke_klassifisert,Firehjul,Bensin,2010,16,910966,103000,876748,935400,68445,859900,774321,-1.333e-06,variant
Nissan,Interstar,ikke_klassifisert,Tohjul,Diesel,2007,7,35000,181578,26296,62000,23318,26296,26296,-9.686e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2010,13,46942,136296,24800,59900,21264,24800,24800,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Firehjul,Bensin,2011,8,89000,150428,79675,90175,6881,79675,75650,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2011,41,55000,135844,41942,78000,24074,43421,43421,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2012,42,74950,125500,59150,79900,15879,72495,63708,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2013,19,69000,132000,45921,80921,28666,49990,49990,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Firehjul,Bensin,2014,14,139999,151000,129999,147499,18544,129999,118999,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2014,20,84495,106550,64792,117250,31965,58470,58470,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2015,15,109000,94167,94450,116950,22027,94450,92650,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2016,23,128900,82200,84766,134450,30103,84766,84766,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Bensin,2017,20,139900,65219,117425,154624,29986,117425,117425,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Diesel,2011,37,49900,176870,40000,59900,16102,48000,42415,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Diesel,2012,34,59900,130031,59000,69900,13900,59900,50915,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Diesel,2013,18,69900,116000,54736,79675,19370,44000,44000,-2.47e-06,variant
Nissan,Juke,ikke_klassifisert,Tohjul,Diesel,2016,7,99900,90940,98766,117000,18076,98766,84915,-2.47e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,1986,8,18500,233568,15000,27500,16430,15000,15000,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,1999,11,41200,270000,21796,41296,24175,41200,35020,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2000,7,46296,244000,39796,63648,19740,41296,39352,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2001,6,45782,264900,37518,69775,20995,37518,37518,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2002,6,35532,226250,17546,66367,37280,17546,17546,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2003,40,36296,272315,20530,55324,20775,21105,21105,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2004,20,53134,208310,34546,97497,46703,53134,45164,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2005,49,56268,255468,31268,91268,34204,49438,47828,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2006,13,66296,232000,31268,70296,45431,39268,39268,-1.042e-06,variant
Nissan,King Cab,ikke_klassifisert,Firehjul,Diesel,2007,7,41296,267000,36282,61282,26400,36282,35102,-1.042e-06,variant
Nissan,Kubistar,ikke_klassifisert,Tohjul,Diesel,2007,9,16268,188000,13268,23268,6749,13268,13268,-3.812e-06,variant
Nissan,Kubistar,ikke_klassifisert,Tohjul,Diesel,2008,10,20282,173000,15518,25421,8250,15518,15518,-3.812e-06,variant
Nissan,Laurel,ikke_klassifisert,Tohjul,Diesel,1988,7,69900,275000,57000,84500,32612,67500,59415,-6.07e-07,variant
Nissan,Leaf,ikke_klassifisert,Tohjul,Elektrisk,2019,7,109434,117625,97216,149000,34827,97216,93019,-2.503e-06,variant
Nissan,Leaf,ikke_klassifisert,Tohjul,Elektrisk,2022,7,179900,65664,166950,184900,18310,166950,152915,-2.503e-06,variant
Nissan,Leaf,ikke_klassifisert,Tohjul,Elektrisk,2025,7,222505,15000,199972,269000,49728,199972,189129,-2.503e-06,variant
Nissan,Leaf,ikke_klassifisert,Tohjul,Elektrisk,2026,5,349900,10,349900,399900,56977,349900,297415,-2.503e-06,variant
Nissan,Leaf,nissan-leaf-24,Tohjul,Elektrisk,2011,76,19421,118508,13942,24942,8140,18942,16508,-3.119e-06,variant
Nissan,Leaf,nissan-leaf-24,Tohjul,Elektrisk,2012,427,21900,126700,15450,29200,10474,17942,17942,-3.119e-06,variant
Nissan,Leaf,nissan-leaf-24,Tohjul,Elektrisk,2013,513,30000,122000,21942,39000,11321,26942,25500,-3.119e-06,variant
Nissan,Leaf,nissan-leaf-24,Tohjul,Elektrisk,2014,479,40942,126200,32188,49600,12959,39000,34801,-3.119e-06,variant
Nissan,Leaf,nissan-leaf-24,Tohjul,Elektrisk,2015,443,49000,105000,39532,57434,12702,44483,41650,-3.119e-06,variant
Nissan,Leaf,nissan-leaf-30,Tohjul,Elektrisk,2016,562,54434,113254,44532,64434,15588,49532,46269,-9.9e-08,variant
Nissan,Leaf,nissan-leaf-30,Tohjul,Elektrisk,2017,491,64000,98395,54434,74532,16263,59500,54400,-9.9e-08,variant
