Produsent,Modell,variant_id,hjuldrift,drivstoff,årstall,n_obs,median_pris,median_km,p25_pris,p75_pris,std_pris,hurtigpris,innbyttepris,km_slope_pct,km_slope_kilde
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2018,1650,111222,98000,99532,124434,18477,109000,94539,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2019,926,129000,84000,118000,139900,21534,129000,109650,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2020,666,149000,69994,134900,168975,25318,149000,126650,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2021,616,169532,55000,159000,189000,25305,169000,144102,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2022,704,184900,41966,169000,205000,28560,184900,157165,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2023,515,208982,32269,189800,229000,29208,208982,177635,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-40,Tohjul,Elektrisk,2024,238,239250,22660,224900,269000,30472,239250,203362,-2.017e-06,variant
Nissan,Leaf,nissan-leaf-62,Tohjul,Elektrisk,2019,89,158900,86097,147305,169900,18871,149652,135065,-2.359e-06,variant
Nissan,Leaf,nissan-leaf-62,Tohjul,Elektrisk,2020,252,169000,75000,158900,179900,20081,159000,143650,-2.359e-06,variant
Nissan,Leaf,nissan-leaf-62,Tohjul,Elektrisk,2021,414,185450,67200,169108,199326,24702,181900,157632,-2.359e-06,variant
Nissan,Leaf,nissan-leaf-62,Tohjul,Elektrisk,2022,239,214532,53100,199000,229000,20696,200000,182352,-2.359e-06,variant
Nissan,Leaf,nissan-leaf-62,Tohjul,Elektrisk,2023,266,239000,35999,229000,249000,17161,239000,203150,-2.359e-06,variant
Nissan,Leaf,nissan-leaf-62,Tohjul,Elektrisk,2024,76,269000,25483,249900,279900,20037,269000,228650,-2.359e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,1997,11,16942,146000,13970,20970,6031,14999,14401,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2002,5,21942,61478,14000,24442,13847,14000,14000,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2003,6,19421,114000,8591,29974,21466,8591,8591,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2004,19,15942,140000,11400,22921,12587,11400,11400,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2005,21,19900,158500,16842,27900,11221,19900,16915,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2006,14,18942,144537,16086,30317,16147,17942,16101,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2007,18,29406,104000,25225,37736,12040,29406,24995,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2009,5,28900,116009,18942,31942,7984,18942,18942,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2011,21,29900,124500,21900,47000,15790,29900,25415,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2012,21,29900,118000,26900,51942,16473,20921,20921,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2013,8,39442,106398,32432,48610,16630,32432,32432,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2014,17,44942,89914,39942,49900,12401,39942,38201,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2015,6,33736,103456,29486,82809,37096,33736,28676,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2016,7,65000,97739,47236,74450,17581,47236,47236,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2017,18,98618,97423,79925,99600,15091,79925,79925,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2018,10,134450,53000,106236,149000,25888,106236,106236,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Bensin,2019,5,129000,62089,119000,129000,15166,119000,109650,-3.783e-06,variant
Nissan,Micra,ikke_klassifisert,Tohjul,Elektrisk,2026,38,311950,850,289900,346500,57258,288000,265158,-3.783e-06,variant
Nissan,Murano,ikke_klassifisert,Firehjul,Diesel,2011,10,90450,194803,48192,111400,37425,48192,48192,-6.876e-06,variant
Nissan,NP300,ikke_klassifisert,Firehjul,Diesel,2008,5,66268,236000,61168,101268,39321,61168,56328,-4.9e-07,variant
Nissan,NP300,ikke_klassifisert,Firehjul,Diesel,2010,5,76296,230000,75000,86268,17444,75000,64852,-4.9e-07,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2010,17,36268,192193,25296,41942,12386,36268,30828,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2011,31,26900,195000,20148,42119,17890,23000,22865,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2012,36,39971,185750,29671,56275,22750,26546,26546,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2013,26,41796,168137,25341,51567,22937,21519,21519,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2014,26,52148,145800,39352,67875,26274,46296,44326,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2015,32,65726,135257,39055,77165,21358,35000,35000,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2016,21,54953,129000,46553,69000,24667,53026,46710,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2017,18,71536,139000,53975,116500,32614,69700,60806,-2.715e-06,variant
Nissan,NV200,ikke_klassifisert,Tohjul,Diesel,2019,14,133950,70000,99640,139000,33677,99640,99640,-2.715e-06,variant
Nissan,NV250,ikke_klassifisert,Tohjul,Diesel,2021,11,139000,63906,130500,152278,17935,130500,118150,-4.781e-06,variant
Nissan,NV300,ikke_klassifisert,Tohjul,Diesel,2017,13,97000,139000,59553,119900,34038,59553,59553,-4.73e-06,variant
Nissan,NV300,ikke_klassifisert,Tohjul,Diesel,2018,9,177990,135000,154532,349000,119052,169990,151292,-4.73e-06,variant
Nissan,NV300,ikke_klassifisert,Tohjul,Diesel,2019,24,148950,132175,127425,171500,42252,148950,126608,-4.73e-06,variant
Nissan,NV300,ikke_klassifisert,Tohjul,Diesel,2020,8,193500,82000,174890,214990,22303,174890,164475,-4.73e-06,variant
Nissan,NV300,ikke_klassifisert,Tohjul,Diesel,2021,12,229800,79800,177175,239225,36660,177175,177175,-4.73e-06,variant
Nissan,NV400,ikke_klassifisert,Tohjul,Diesel,2016,9,86553,211000,60553,179900,62021,60553,60553,-5.573e-06,variant
Nissan,NV400,ikke_klassifisert,Tohjul,Diesel,2020,7,239000,149000,209000,262000,59261,209000,203150,-5.573e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2004,6,34796,202000,31799,51296,15900,31799,29577,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2005,24,50218,230000,31289,68789,33826,50218,42685,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2006,34,48148,236539,37296,90936,37448,48148,40926,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2007,65,66296,236000,49296,91296,47365,40000,40000,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2008,34,88282,215529,61768,165242,74117,81268,75040,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2009,30,75648,185266,42518,124371,60545,70450,64301,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2010,18,85421,247050,67275,108675,32415,74796,72608,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2011,62,139000,213400,99850,169000,73766,139000,118150,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2012,72,145634,199000,101296,199912,77877,93768,93768,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2013,42,150598,215890,99317,186725,70438,129900,128008,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2014,38,155648,170850,136347,188000,58619,136347,132301,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2015,30,184450,166856,161250,233725,64860,161250,156782,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2016,81,226520,169868,179000,249900,55938,176553,176553,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2017,66,279000,134500,240313,299000,54084,279000,237150,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2018,107,278000,131022,248500,299450,64531,278000,236300,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2019,94,319900,93500,271175,369742,88697,309000,271915,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2020,132,345000,81773,318000,369922,99128,339450,293250,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2021,69,336553,83700,279900,399999,102530,279900,279900,-2.391e-06,variant
Nissan,Navara,ikke_klassifisert,Firehjul,Diesel,2022,13,419000,81785,389000,448500,83275,389000,356150,-2.391e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2006,27,23500,178231,18421,29000,9781,20942,19975,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2007,19,20000,181000,14000,31920,16487,15000,15000,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2008,7,24942,207508,19900,31921,14729,19900,19900,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2009,11,29000,160000,23442,33900,10940,23442,23442,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2010,15,27942,150000,25421,36421,11887,25421,23751,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2011,11,34900,154500,29971,48471,16781,29971,29665,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2012,5,47942,104563,24942,59900,23269,24942,24942,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2014,30,59300,105250,40416,66682,18833,54471,50405,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Bensin,2015,9,59236,94100,58166,79000,17443,58166,50351,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Diesel,2006,10,20921,207415,19900,25660,4961,20921,17783,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Diesel,2007,13,16942,195000,13900,19942,5510,13900,13900,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Diesel,2013,5,55000,158000,49990,55000,11323,49990,46750,-2.143e-06,variant
Nissan,Note,ikke_klassifisert,Tohjul,Diesel,2014,10,49950,124500,44110,59242,15437,44110,42458,-2.143e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2005,57,46845,271000,26942,81900,36559,26942,26942,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2006,18,43900,254000,27582,68942,58119,43900,37315,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2007,39,49800,242865,38648,80921,41133,49800,42330,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2008,20,51942,241050,33400,91160,40544,51942,44151,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2009,10,74388,257500,41324,93192,39980,41324,41324,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2010,20,75921,212438,33824,123150,50627,75921,64533,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2011,28,116900,228250,95660,157697,67587,106942,99365,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2012,48,150584,209033,123697,192956,66616,60942,60942,-3.767e-06,variant
Nissan,Pathfinder,ikke_klassifisert,Firehjul,Diesel,2013,27,199900,197671,174450,252900,86008,174450,169915,-3.767e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,1986,10,58471,340175,41910,70000,17686,41900,41900,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,1990,7,51268,326150,39084,74105,31593,39084,39084,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,1991,6,66921,314000,50660,83150,70249,50660,50660,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,1992,6,35950,308000,31250,48150,24664,31250,30558,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,1998,9,86942,305000,81900,125000,52964,86942,73901,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,1999,9,71900,340000,56942,89900,31498,56942,56942,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2000,6,80942,304090,51942,98692,31535,51942,51942,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2001,18,63421,297250,48150,79236,35679,59000,53908,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2002,9,101942,268571,66900,139000,42978,66900,66900,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2004,20,131942,283750,98736,162425,58417,129900,112151,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2005,15,119950,288000,84942,158143,66311,116942,101958,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2006,10,148075,284000,91000,184225,84462,148075,125864,-1.393e-06,variant
Nissan,Patrol,ikke_klassifisert,Firehjul,Diesel,2007,8,150950,225980,117610,277474,110951,117610,117610,-1.393e-06,variant
Nissan,Pixo,ikke_klassifisert,Tohjul,Bensin,2010,7,21942,95835,20942,23921,6621,20942,18651,-7.435e-06,variant
Nissan,Pixo,ikke_klassifisert,Tohjul,Bensin,2011,10,31900,105400,26910,39932,11776,26910,26910,-7.435e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2005,9,38268,270000,18296,39900,13793,18296,18296,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2007,13,21268,259540,13268,39268,19329,21268,18078,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2008,14,27751,248442,22018,35518,19309,22018,22018,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2009,11,36267,253400,15148,42782,18143,36267,30827,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2010,5,49000,215000,31296,56268,13550,31296,31296,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2011,7,59000,197000,28796,83782,30520,28796,28796,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2023,9,319000,75832,299900,319900,17012,299900,271150,-1.377e-06,variant
Nissan,Primastar,ikke_klassifisert,Tohjul,Diesel,2024,5,387406,12600,379000,389000,28617,379000,329295,-1.377e-06,variant
Nissan,Primera,ikke_klassifisert,Tohjul,Bensin,1996,7,31900,94000,25421,36945,8527,31900,27115,0.0,variant
Nissan,Primera,ikke_klassifisert,Tohjul,Bensin,2004,15,21900,180000,11421,32921,12588,13942,13942,0.0,variant
Nissan,Primera,ikke_klassifisert,Tohjul,Bensin,2005,7,19900,162000,13900,22920,8401,13900,13900,0.0,variant
Nissan,Pulsar,ikke_klassifisert,Tohjul,Bensin,2014,8,51950,101175,37250,84124,36809,37250,37250,-4.209e-06,variant
Nissan,Pulsar,ikke_klassifisert,Tohjul,Bensin,2015,32,79000,122000,57475,91133,29013,39000,39000,-4.209e-06,variant
Nissan,Pulsar,ikke_klassifisert,Tohjul,Bensin,2016,9,119900,77000,109900,129000,29282,109900,101915,-4.209e-06,variant
Nissan,Pulsar,ikke_klassifisert,Tohjul,Bensin,2017,21,125000,87251,115000,129900,28573,99000,99000,-4.209e-06,variant
Nissan,Pulsar,ikke_klassifisert,Tohjul,Diesel,2015,13,69900,166200,59000,85000,20195,69900,59415,-4.209e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2007,32,37971,197840,26442,48175,14118,32871,32275,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2007,22,31400,175146,26225,39650,12639,28900,26690,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2008,17,46942,195707,29942,59990,22336,36942,36942,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2008,48,40471,158016,29978,58475,20822,39942,34400,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2009,18,35942,191000,24150,68675,30468,22400,22400,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2009,39,49000,178646,30942,55871,17850,35371,35371,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2010,21,69999,175000,48777,89999,29202,69999,59499,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2010,53,59900,176400,42942,74000,20870,39000,39000,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2011,9,69000,126518,45942,71900,20020,45942,45942,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2011,45,59942,149000,49000,73000,19751,49942,49942,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2012,16,89374,158318,73499,99725,27907,73499,73499,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2012,49,64900,137000,50942,79000,19882,56900,55165,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2013,16,89945,144500,85182,105125,16951,85182,76453,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2013,116,69900,137700,49900,89225,24567,59000,59000,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2014,89,79900,129000,69900,99000,25624,69900,67915,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2015,149,104900,116000,89900,124900,32131,101667,89165,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2016,161,124434,108500,105000,144900,30419,119000,105769,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2017,205,149000,99080,129000,169000,28329,139000,126650,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2018,103,169900,89528,159000,193950,37152,169900,144415,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2019,77,229000,49800,199000,245000,31945,209000,194650,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2020,46,222400,75250,204675,248675,31146,189000,189000,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2021,9,349000,76330,339000,349000,9242,339000,296650,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Bensin,2021,33,294900,73500,265000,319000,34396,294900,250665,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2022,7,369000,59000,359450,374450,16474,359450,313650,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Bensin,2024,5,469900,38200,469000,539000,38178,469000,399415,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2007,44,30921,224080,20706,49150,15936,23921,23921,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2007,68,29921,217384,20682,39924,13612,20942,20942,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2008,52,39450,223500,24660,49250,18713,33421,33421,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2008,90,33942,189000,25000,43400,14374,26942,26942,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2009,19,55000,191862,37921,79114,29019,37921,37921,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2009,85,36900,201100,26942,49900,15350,29900,29900,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2010,17,46942,186600,40942,49900,24544,33372,33372,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2010,133,41942,209900,29942,50942,17447,31921,31921,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2011,31,61942,215000,42844,77500,21082,48824,48824,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2011,99,53900,177000,39000,62900,17829,36421,36421,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2012,68,67971,181500,46942,88250,26030,48421,48421,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2012,73,55000,189500,41900,69845,17897,40900,40900,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2013,30,76900,164400,56475,89978,25227,76900,65365,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2013,60,69450,142218,59675,81534,19398,54479,54479,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2014,76,104667,156300,96061,119900,23264,96434,88967,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2014,157,109000,143000,91942,119999,25349,81442,81442,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2015,68,146950,151184,128883,159000,32943,137900,124908,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2015,127,119532,142000,99716,129945,22762,93000,93000,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2016,24,159450,137788,137975,169108,31878,137975,135532,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2016,52,132216,126495,118625,149900,32298,114532,112384,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2017,44,169266,138250,153300,189000,23759,169000,143876,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2017,39,148900,128000,126766,164750,25736,148900,126565,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2018,22,199450,112750,185576,219675,24329,185576,169532,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2018,43,179000,117490,169450,199000,30320,169450,152150,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2019,10,299000,69000,266500,306500,29965,266500,254150,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2019,51,199000,91000,189400,219000,27568,199000,169150,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Diesel,2020,27,264900,102000,255000,272450,24630,264900,225165,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Tohjul,Diesel,2020,51,235000,79000,209000,258950,28200,200000,199750,-2.661e-06,variant
Nissan,Qashqai,ikke_klassifisert,Firehjul,Hybrid,2021,9,299000,101650,279000,329000,25644,279000,254150,-2.661e-06,variant
